,crash_id,person_age,charge,person_ethnicity,crash_date,day_of_week,person_gender,person_helmet,driver_license_class,has_motocycle_endorsment,driver_license_state,driver_license_type,person_injury_severity,license_plate_state,vehicle_body_style,vehicle_color,vehicle_defect_1,vehicle_make,vehicle_model_name,vehicle_model_year
11891,17037266.0,19.0,no charges,w - white,2019-04-21,sunday,1 - male,"3 - worn, not damaged",c - class c,0.0,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,gry - gray,no data,kawasaki,kx500 (kawasaki),2004
11892,17491846.0,10.0,no charges,b - black,2019-04-21,sunday,1 - male,"3 - worn, not damaged",5 - unlicensed,0.0,,5 - unlicensed,b - suspected minor injury,no data,mc - motorcycle,no data,no data,unknown,unknown (unknown),no data
11893,17036586.0,49.0,no charges,w - white,2019-04-22,monday,1 - male,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,k - fatal injury,tx - texas,mc - motorcycle,blk - black,no data,kawasaki,zx600 (kawasaki),2007
11894,17026162.0,19.0,"speeding, fail to maintain financial responsibility, expired registration, no motorcycle license",w - white,2019-04-23,tuesday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,kawasaki,bn125 (kawasaki),1982
11895,17028498.0,36.0,no charges,w - white,2019-04-23,tuesday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,no data,kawasaki,zr750 (kawasaki),2005
11896,17029500.0,69.0,no charges,w - white,2019-04-23,tuesday,1 - male,1 - not worn,bm - class b and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,fxd (harley-davidson),2014
11897,17031982.0,24.0,no charges,w - white,2019-04-23,tuesday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,whi - white,no data,honda,vt750 (honda),2005
11898,17037633.0,24.0,no charges,w - white,2019-04-23,tuesday,1 - male,99 - unknown if worn,cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,fxlr (harley-davidson),2018
11899,17032784.0,37.0,no charges,w - white,2019-04-25,thursday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,ducati,diavel (ducati),2016
11900,17035327.0,27.0,no charges,b - black,2019-04-25,thursday,1 - male,"2 - worn, damaged",5 - unlicensed,0.0,,5 - unlicensed,b - suspected minor injury,no data,mc - motorcycle,blk - black,no data,suzuki,an650 (suzuki),2008
11901,17039300.0,44.0,no charges,b - black,2019-04-25,thursday,1 - male,99 - unknown if worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,no data,harley-davidson,flhtcu (harley-davidson),2007
11902,17033797.0,20.0,no charges,w - white,2019-04-26,friday,1 - male,"2 - worn, damaged",c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,no data,suzuki,x90 (suzuki),2006
11903,17034929.0,64.0,no charges,w - white,2019-04-26,friday,1 - male,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,ong - orange,no data,harley-davidson,flde (harley-davidson),2012
11904,17035285.0,39.0,no charges,w - white,2019-04-26,friday,1 - male,"3 - worn, not damaged",98 - other/out of state,0.0,fl - florida,1 - driver license,b - suspected minor injury,fl - florida,mc - motorcycle,blk - black,no data,yamaha,fz07 (yamaha),2016
11905,17035831.0,39.0,no charges,98 - other,2019-04-26,friday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,honda,st1100 (honda),2008
11906,17036575.0,43.0,no charges,w - white,2019-04-26,friday,2 - female,"3 - worn, not damaged",cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,fld (harley-davidson),2015
11907,17037963.0,40.0,no charges,w - white,2019-04-26,friday,1 - male,"3 - worn, not damaged",c - class c,0.0,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,flt (harley-davidson),2013
11908,17038016.0,36.0,no charges,w - white,2019-04-26,friday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,k - fatal injury,tx - texas,mc - motorcycle,sil - silver,no data,yamaha,unknown (yamaha),2006
11909,17038917.0,21.0,no charges,w - white,2019-04-26,friday,1 - male,"3 - worn, not damaged",98 - other/out of state,0.0,ak - alaska,1 - driver license,b - suspected minor injury,ak - alaska,mc - motorcycle,yel - yellow,no data,yamaha,fz09 (yamaha),2015
11910,17038919.0,41.0,no charges,w - white,2019-04-26,friday,1 - male,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,triumph motorcycle,america (triumph motorcycle),2007
11911,17035339.0,42.0,no charges,w - white,2019-04-27,saturday,1 - male,"4 - worn, unk damage",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,triumph motorcycle,thruxton (triumph motorcycle),2014
11912,17035491.0,31.0,no charges,w - white,2019-04-27,saturday,1 - male,"4 - worn, unk damage",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,yamaha,sr250 (yamaha),2006
11913,17036899.0,54.0,driving while intoxicated,w - white,2019-04-27,saturday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,no data,harley-davidson,unknown (harley-davidson),2004
11914,17037292.0,44.0,no charges,h - hispanic,2019-04-27,saturday,1 - male,"3 - worn, not damaged",c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,all other makes,unknown (all other makes),2010
11915,17038224.0,43.0,no charges,w - white,2019-04-27,saturday,1 - male,"4 - worn, unk damage",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,kawasaki,unknown (kawasaki),2009
11916,17038531.0,32.0,improper driver license for type vehicle- (no mc license),w - white,2019-04-27,saturday,1 - male,"3 - worn, not damaged",c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,no data,yamaha,unknown (yamaha),2007
11917,17038991.0,24.0,dwi,w - white,2019-04-27,saturday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,no data,no data,honda,unknown (honda),2013
11918,17036925.0,20.0,"unsafe speed, violate non-cdl endorsement",w - white,2019-04-28,sunday,1 - male,"3 - worn, not damaged",98 - other/out of state,0.0,fl - florida,1 - driver license,b - suspected minor injury,fl - florida,mc - motorcycle,blk - black,no data,kawasaki,ninja zx (kawasaki),2009
11919,17038788.0,35.0,no charges,w - white,2019-04-28,sunday,2 - female,"3 - worn, not damaged",cm - class c and m,1.0,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,sil - silver,no data,honda,unknown (honda),2005
11920,17039258.0,33.0,no charges,b - black,2019-04-28,sunday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,mul - multicolored,no data,unknown,unknown (unknown),no data
11921,17102517.0,26.0,warrant arrest - class c,w - white,2019-05-09,thursday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,mul - multicolored,no data,honda,vt1100 (honda),2004
11922,17092597.0,53.0,no charges,w - white,2019-05-13,monday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,k - fatal injury,tx - texas,mc - motorcycle,blu - blue,no data,yamaha,wr250 (yamaha),2019
11923,17103652.0,20.0,no charges,w - white,2019-05-14,tuesday,1 - male,"2 - worn, damaged",bm - class b and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,xg500 (harley-davidson),2015
11924,17104691.0,26.0,no charges,h - hispanic,2019-05-14,tuesday,1 - male,"3 - worn, not damaged",98 - other/out of state,0.0,az - arizona,1 - driver license,b - suspected minor injury,az - arizona,mc - motorcycle,sil - silver,no data,honda,nc750 (honda),2012
11925,17098747.0,31.0,"fail to report striking fixed object, unsafe speed",w - white,2019-05-15,wednesday,1 - male,"4 - worn, unk damage",a - class a,0.0,tx - texas,2 - commercial driver lic.,n - not injured,tx - texas,mc - motorcycle,gry - gray,no data,suzuki,gsx-r600 (suzuki),2012
11926,17094889.0,45.0,no charges,w - white,2019-05-18,saturday,1 - male,"4 - worn, unk damage",5 - unlicensed,0.0,tx - texas,4 - id card,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,no data,yamaha,xv16 (yamaha),1999
11927,17098198.0,62.0,no charges,w - white,2019-05-18,saturday,1 - male,1 - not worn,98 - other/out of state,0.0,mi - michigan,1 - driver license,a - suspected serious injury,mi - michigan,mc - motorcycle,whi - white,no data,indian motorcycle co.,unknown (indian motorcycle co.),2016
11928,17098424.0,56.0,no charges,w - white,2019-05-18,saturday,1 - male,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blu - blue,no data,yamaha,xvs1100 (yamaha),2015
11929,17103632.0,22.0,"unsafe speed, fail to maintain financial responsibility, wrong class license for type vehicle class m, display expired license plates",w - white,2019-05-19,sunday,1 - male,"3 - worn, not damaged",c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,suzuki,unknown (suzuki),2014
11930,17092064.0,41.0,no charges,h - hispanic,2019-05-22,wednesday,2 - female,"2 - worn, damaged",c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,gry - gray,no data,harley-davidson,flfbs (harley-davidson),2018
11931,17161171.0,26.0,no charges,b - black,2019-05-22,wednesday,2 - female,"3 - worn, not damaged",c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,honda,cb300 (honda),2016
11932,17090718.0,37.0,no charges,w - white,2019-05-23,thursday,1 - male,"3 - worn, not damaged",cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,flhc (harley-davidson),2013
11933,17091857.0,56.0,unsafe speed,w - white,2019-05-23,thursday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,fxd (harley-davidson),2012
11934,17093801.0,49.0,no charges,w - white,2019-05-23,thursday,1 - male,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blu - blue,no data,suzuki,tl1000 (suzuki),2003
11935,17102923.0,30.0,no charges,w - white,2019-05-23,thursday,1 - male,"4 - worn, unk damage",a - class a,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,whi - white,no data,yamaha,yzfr6 (yamaha),2018
11936,17104163.0,20.0,no charges,w - white,2019-05-23,thursday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,k - fatal injury,tx - texas,mc - motorcycle,blu - blue,no data,harley-davidson,unknown (harley-davidson),1999
11937,17092065.0,37.0,evading arrest with vehicle,w - white,2019-05-24,friday,1 - male,"3 - worn, not damaged",c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,no data,honda,cbr1000 (honda),2011
11938,17093951.0,34.0,no charges,98 - other,2019-05-24,friday,1 - male,"3 - worn, not damaged",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,honda,vtx1300 (honda),2010
11939,17095841.0,70.0,no charges,w - white,2019-05-24,friday,1 - male,99 - unknown if worn,cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,no data,harley-davidson,flt (harley-davidson),2012
11940,17090701.0,53.0,no charges,w - white,2019-05-25,saturday,1 - male,"3 - worn, not damaged",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,no data,harley-davidson,fxlr (harley-davidson),2018
11941,17092342.0,29.0,no charges,h - hispanic,2019-05-25,saturday,1 - male,"2 - worn, damaged",5 - unlicensed,0.0,tx - texas,4 - id card,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,suzuki,gsx (suzuki),2011
11942,17093417.0,43.0,no charges,w - white,2019-05-25,saturday,1 - male,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,ong - orange,no data,harley-davidson,flhc (harley-davidson),2019
11943,17094082.0,18.0,no charges,h - hispanic,2019-05-25,saturday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,suzuki,gsx (suzuki),2008
11944,17094343.0,57.0,unsafe speed,h - hispanic,2019-05-25,saturday,1 - male,"3 - worn, not damaged",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,flhc (harley-davidson),2019
11945,17095719.0,34.0,unsafe speed,w - white,2019-05-25,saturday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,whi - white,no data,harley-davidson,unknown (harley-davidson),2005
11946,17096167.0,55.0,no charges,w - white,2019-05-25,saturday,1 - male,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,mar - maroon,12 - defective or slick tires,harley-davidson,flsti (harley-davidson),2006
11947,17098208.0,57.0,no charges,w - white,2019-05-25,saturday,1 - male,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,honda,vt1300 (honda),2005
11948,17098219.0,50.0,no charges,w - white,2019-05-25,saturday,1 - male,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blu - blue,no data,big dog,pitbull (big dog),2008
11949,17099864.0,50.0,no charges,b - black,2019-05-25,saturday,1 - male,1 - not worn,5 - unlicensed,0.0,,5 - unlicensed,b - suspected minor injury,no data,mc - motorcycle,red - red,no data,suzuki,gsx1300 (suzuki),2007
11950,17103979.0,17.0,driving while intoxicated 1st offense,w - white,2019-05-25,saturday,1 - male,1 - not worn,5 - unlicensed,0.0,,5 - unlicensed,b - suspected minor injury,no data,mc - motorcycle,yel - yellow,no data,yamaha,unknown (yamaha),no data
11951,17092131.0,38.0,no charges,w - white,2019-05-26,sunday,1 - male,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,yamaha,xv1700 (yamaha),2005
11952,17092181.0,55.0,no charges,w - white,2019-05-26,sunday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,k - fatal injury,tx - texas,mc - motorcycle,red - red,no data,kawasaki,vn900 (kawasaki),2007
11953,17092421.0,35.0,no charges,w - white,2019-05-26,sunday,1 - male,"3 - worn, not damaged",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,unknown (harley-davidson),2017
11954,17095437.0,35.0,driving while intoxicated,w - white,2019-05-26,sunday,1 - male,1 - not worn,b - class b,0.0,tx - texas,2 - commercial driver lic.,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,yamaha,xv1900 (yamaha),2006
11955,17096157.0,55.0,driving while intoxicated 3rd or more,w - white,2019-05-26,sunday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,no data,harley-davidson,flhx (harley-davidson),2012
11956,17096732.0,63.0,no charges,w - white,2019-05-26,sunday,1 - male,"3 - worn, not damaged",am - class a and m,1.0,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,flhx (harley-davidson),2019
11957,17091012.0,31.0,no charges,h - hispanic,2019-05-27,monday,2 - female,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,honda,unknown (honda),2015
11958,17092685.0,28.0,no charges,w - white,2019-05-27,monday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,whi - white,no data,harley-davidson,fxd (harley-davidson),2006
11959,17094094.0,46.0,no charges,b - black,2019-05-27,monday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,yel - yellow,no data,can-am,outlander (can-am),2019
11960,17094357.0,17.0,no charges,w - white,2019-05-27,monday,1 - male,1 - not worn,5 - unlicensed,0.0,,5 - unlicensed,b - suspected minor injury,no data,mc - motorcycle,blk - black,no data,suzuki,gsx (suzuki),2009
11961,17095966.0,54.0,no charges,w - white,2019-05-27,monday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,no data,harley-davidson,vrscr (harley-davidson),2006
11962,17100550.0,38.0,no charges,h - hispanic,2019-05-27,monday,1 - male,"3 - worn, not damaged",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,no data,harley-davidson,fxrdg (harley-davidson),2013
11963,17103480.0,25.0,driving while intoxicated - 1st offense,w - white,2019-05-27,monday,1 - male,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,sil - silver,no data,honda,vtx1800 (honda),2006
11964,17093041.0,38.0,"exp registration, no insurance",w - white,2019-05-28,tuesday,1 - male,"4 - worn, unk damage",5 - unlicensed,0.0,tx - texas,4 - id card,a - suspected serious injury,tx - texas,mc - motorcycle,mar - maroon,no data,kawasaki,zn750 (kawasaki),2000
11965,17094899.0,39.0,no charges,h - hispanic,2019-05-28,tuesday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,honda,unknown (honda),2001
11966,17098064.0,25.0,"no driver license when unlicensed- non cdl, fail to maintain financial responsibility, unsafe speed, driving while intoxicated",w - white,2019-05-28,tuesday,1 - male,1 - not worn,5 - unlicensed,0.0,tx - texas,4 - id card,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,yamaha,ce11 (yamaha),2000
11967,17103276.0,33.0,no charges,w - white,2019-05-28,tuesday,1 - male,"2 - worn, damaged",c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,no data,bmw,s 1000 (bmw),2010
11968,17100145.0,28.0,no charges,h - hispanic,2019-05-29,wednesday,1 - male,"3 - worn, not damaged",5 - unlicensed,0.0,tx - texas,4 - id card,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,no data,suzuki,gsx (suzuki),2006
11969,17097585.0,40.0,no charges,h - hispanic,2019-05-30,thursday,1 - male,"4 - worn, unk damage",5 - unlicensed,0.0,tx - texas,4 - id card,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,yamaha,yzf600 (yamaha),2002
11970,17099853.0,21.0,"fail to control speed, fail to maintain financial responsibility, no motorcycle endorsment",h - hispanic,2019-05-30,thursday,1 - male,"2 - worn, damaged",c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,whi - white,no data,kawasaki,ex650 (kawasaki),2013
11971,17100236.0,53.0,no charges,w - white,2019-05-30,thursday,2 - female,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,xl1200 (harley-davidson),2008
11972,17098981.0,,no charges,99 - unknown,2019-05-31,friday,1 - male,"2 - worn, damaged",99 - unknown,0.0,un - unknown,99 - unknown,b - suspected minor injury,un - unknown,mc - motorcycle,sil - silver,no data,suzuki,m50 (suzuki),2006
11973,17100825.0,52.0,no charges,w - white,2019-05-31,friday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,fltrx (harley-davidson),2019
11974,17102002.0,44.0,no charges,w - white,2019-05-31,friday,1 - male,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,flhs (harley-davidson),2017
11975,17102331.0,26.0,dwi 3rd or more,h - hispanic,2019-05-31,friday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,no data,honda,cbr1000 (honda),2006
11976,17103314.0,61.0,no charges,w - white,2019-05-31,friday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,gld - gold,no data,harley-davidson,fltrxs (harley-davidson),2015
11977,17103583.0,57.0,no charges,b - black,2019-05-31,friday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,gry - gray,no data,harley-davidson,unknown (harley-davidson),2014
11978,17099581.0,61.0,no charges,w - white,2019-06-01,saturday,1 - male,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,flhtcu (harley-davidson),2013
11979,17099604.0,49.0,dwi,b - black,2019-06-01,saturday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blu - blue,no data,harley-davidson,fltrxse (harley-davidson),2019
11980,17100058.0,57.0,no charges,w - white,2019-06-01,saturday,1 - male,"2 - worn, damaged",c - class c,0.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blu - blue,no data,genuine scooter co.,buddy (genuine scooter co.),2014
11981,17101590.0,70.0,no charges,w - white,2019-06-01,saturday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,suzuki,c50 (suzuki),2008
11982,17102885.0,21.0,no charges,w - white,2019-06-01,saturday,1 - male,"4 - worn, unk damage",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,no data,honda,cbr600 (honda),2009
11983,17104256.0,72.0,no charges,h - hispanic,2019-06-01,saturday,1 - male,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,unknown (harley-davidson),1997
11984,17163598.0,42.0,no charges,w - white,2019-06-01,saturday,1 - male,"3 - worn, not damaged",cm - class c and m,1.0,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,blk - black,no data,bmw,s 1000 (bmw),2018
11985,17101708.0,41.0,no charges,w - white,2019-06-02,sunday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,unknown (harley-davidson),2016
11986,17102385.0,42.0,"unsafe speed (txtrc 545.351), no restricted class m license (txtrc 521.224; 521.225), fail to maintain financial responsibility (txtrc 601.191)",w - white,2019-06-02,sunday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,unknown (harley-davidson),2016
11987,17102665.0,59.0,no charges,w - white,2019-06-02,sunday,1 - male,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,98 - other  (explain in narrative),harley-davidson,flhtcui (harley-davidson),2007
11988,17103458.0,37.0,unsafe speed,w - white,2019-06-02,sunday,1 - male,"4 - worn, unk damage",cm - class c and m,1.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,red - red,no data,honda,cbr600 (honda),2017
11989,17103919.0,32.0,no charges,w - white,2019-06-02,sunday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blk - black,no data,yamaha,ce50 (yamaha),1982
11990,17160374.0,22.0,no charges,w - white,2019-06-03,monday,1 - male,"2 - worn, damaged",b - class b,0.0,tx - texas,1 - driver license,a - suspected serious injury,tx - texas,mc - motorcycle,blk - black,no data,honda,cbr500 (honda),2014
11991,17161638.0,20.0,"fail to maintain financial responsibility, wrong registration, no driver's license",w - white,2019-06-07,friday,1 - male,1 - not worn,5 - unlicensed,0.0,,5 - unlicensed,b - suspected minor injury,no data,mc - motorcycle,blk - black,10 - defective or no vehicle brakes,suzuki,gs250 (suzuki),2003
11992,17167499.0,54.0,no charges,w - white,2019-06-14,friday,1 - male,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,k - fatal injury,tx - texas,mc - motorcycle,mar - maroon,no data,suzuki,unknown (suzuki),1982
11993,17162400.0,29.0,"improper driver license for vehicle type, driving while license invalid, fail to maintain financial responsibility, operate motorcycle without approved headgear",h - hispanic,2019-06-17,monday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,blu - blue,no data,harley-davidson,unknown (harley-davidson),2003
11994,17160646.0,29.0,no charges,w - white,2019-06-18,tuesday,1 - male,"2 - worn, damaged",c - class c,0.0,tx - texas,1 - driver license,k - fatal injury,tx - texas,mc - motorcycle,blk - black,12 - defective or slick tires,honda,cbr1000 (honda),2006
11995,17158053.0,43.0,no charges,h - hispanic,2019-06-19,wednesday,1 - male,1 - not worn,c - class c,0.0,tx - texas,1 - driver license,k - fatal injury,tx - texas,mc - motorcycle,blk - black,no data,yamaha,unknown (yamaha),2001
11996,17159043.0,21.0,fail to drive in single lane,w - white,2019-06-19,wednesday,1 - male,1 - not worn,cm - class c and m,1.0,tx - texas,1 - driver license,n - not injured,tx - texas,mc - motorcycle,gry - gray,no data,harley-davidson,flt (harley-davidson),2019
11997,17158375.0,41.0,no charges,h - hispanic,2019-06-21,friday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,k - fatal injury,tx - texas,mc - motorcycle,blk - black,no data,harley-davidson,xl1200 (harley-davidson),2019
11998,17158406.0,67.0,no charges,w - white,2019-06-21,friday,1 - male,"2 - worn, damaged",cm - class c and m,1.0,tx - texas,1 - driver license,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,no data,harley-davidson,flhc (harley-davidson),2017
11999,17160085.0,33.0,fail to drive in single lane,w - white,2019-06-21,friday,1 - male,1 - not worn,am - class a and m,1.0,tx - texas,2 - commercial driver lic.,b - suspected minor injury,tx - texas,mc - motorcycle,red - red,no data,harley-davidson,fld (harley-davidson),2000
