latitude,longitude,person_injury_severity
33.04353323,-96.39481389,C - POSSIBLE INJURY
33.16272457,-96.96141335,C - POSSIBLE INJURY
no data,no data,C - POSSIBLE INJURY
26.21849677,-98.23654366,B - SUSPECTED MINOR INJURY
31.1201503,-97.88832273,B - SUSPECTED MINOR INJURY
33.25668647,-97.16383171,A - SUSPECTED SERIOUS INJURY
32.22477048,-95.37344727,N - NOT INJURED
32.86500954,-96.54343763,B - SUSPECTED MINOR INJURY
33.73675854,-95.42775847,B - SUSPECTED MINOR INJURY
27.78168609,-97.54988741,B - SUSPECTED MINOR INJURY
27.71607568,-97.41102837,B - SUSPECTED MINOR INJURY
33.15217677,-101.34095846,A - SUSPECTED SERIOUS INJURY
no data,no data,N - NOT INJURED
29.93104507,-98.23739337,K - FATAL INJURY
32.97217662,-97.4831794,K - FATAL INJURY
29.84327822,-98.19496013,A - SUSPECTED SERIOUS INJURY
30.06244474,-95.41886306,N - NOT INJURED
31.74441338,-106.30182037,N - NOT INJURED
30.07640661,-95.43634422,C - POSSIBLE INJURY
29.41156498,-98.62030229,B - SUSPECTED MINOR INJURY
32.69917788,-100.86443942,B - SUSPECTED MINOR INJURY
29.93071924,-99.80063826,A - SUSPECTED SERIOUS INJURY
32.67279577,-94.55890525,A - SUSPECTED SERIOUS INJURY
32.84758983,-94.64537401,A - SUSPECTED SERIOUS INJURY
32.3293302,-99.56207517,B - SUSPECTED MINOR INJURY
31.19682282,-98.02779398,A - SUSPECTED SERIOUS INJURY
31.19682282,-98.02779398,A - SUSPECTED SERIOUS INJURY
29.4101452,-98.50852218,B - SUSPECTED MINOR INJURY
30.54026808,-96.07508787,A - SUSPECTED SERIOUS INJURY
31.25087198,-93.97509038,C - POSSIBLE INJURY
30.36424621,-97.74338895,C - POSSIBLE INJURY
30.67152983,-96.33921573,A - SUSPECTED SERIOUS INJURY
33.14123697,-100.23389594,A - SUSPECTED SERIOUS INJURY
30.15513862,-95.22123019,B - SUSPECTED MINOR INJURY
30.7040161,-104.09760872,A - SUSPECTED SERIOUS INJURY
32.32113606,-95.75645852,B - SUSPECTED MINOR INJURY
29.71675435,-99.69402552,A - SUSPECTED SERIOUS INJURY
32.80833013,-96.94032253,C - POSSIBLE INJURY
29.48371668,-98.46643232,A - SUSPECTED SERIOUS INJURY
33.90956546,-98.50320672,B - SUSPECTED MINOR INJURY
32.85433958,-96.61390064,K - FATAL INJURY
29.93431741,-98.86510337,C - POSSIBLE INJURY
33.0303042,-96.6123226,B - SUSPECTED MINOR INJURY
31.5598174,-97.11391879,B - SUSPECTED MINOR INJURY
27.84839988,-97.64391565,K - FATAL INJURY
26.11713008,-97.76223862,C - POSSIBLE INJURY
29.44016908,-98.37643745,C - POSSIBLE INJURY
30.72077157,-96.41595831,B - SUSPECTED MINOR INJURY
30.06493379,-95.43842497,B - SUSPECTED MINOR INJURY
29.98906649,-99.42580369,B - SUSPECTED MINOR INJURY
29.8121013,-95.50953305,C - POSSIBLE INJURY
32.77630298,-96.79587147,B - SUSPECTED MINOR INJURY
31.79582483,-106.33190035,A - SUSPECTED SERIOUS INJURY
30.1443242,-97.85191626,C - POSSIBLE INJURY
no data,no data,C - POSSIBLE INJURY
31.33904862,-94.72503153,N - NOT INJURED
31.91662628,-106.57462342,B - SUSPECTED MINOR INJURY
29.83637488,-96.7103427,B - SUSPECTED MINOR INJURY
26.23103547,-98.21475136,B - SUSPECTED MINOR INJURY
29.43268207,-98.4013439,K - FATAL INJURY
32.92479621,-96.60513261,B - SUSPECTED MINOR INJURY
33.16047996,-96.64006988,B - SUSPECTED MINOR INJURY
32.94595701,-96.85566179,C - POSSIBLE INJURY
27.53384377,-99.47258569,C - POSSIBLE INJURY
33.90299712,-98.48651288,B - SUSPECTED MINOR INJURY
30.11065103,-93.72806202,C - POSSIBLE INJURY
33.00044179,-96.70872293,B - SUSPECTED MINOR INJURY
29.87883238,-99.79169057,C - POSSIBLE INJURY
29.47347457,-95.09636462,A - SUSPECTED SERIOUS INJURY
32.13788847,-99.69811136,B - SUSPECTED MINOR INJURY
30.44010377,-97.66853162,C - POSSIBLE INJURY
32.38327135,-97.35036124,B - SUSPECTED MINOR INJURY
32.70597317,-97.30424309,B - SUSPECTED MINOR INJURY
29.73370203,-95.65247679,B - SUSPECTED MINOR INJURY
30.68574717,-95.03412998,B - SUSPECTED MINOR INJURY
28.95061226,-97.8257254,B - SUSPECTED MINOR INJURY
32.84427064,-97.31276691,K - FATAL INJURY
32.38683379,-99.71506814,B - SUSPECTED MINOR INJURY
32.80813533,-98.04470005,N - NOT INJURED
29.92288661,-103.25801705,A - SUSPECTED SERIOUS INJURY
33.40502777,-94.16039616,B - SUSPECTED MINOR INJURY
no data,no data,C - POSSIBLE INJURY
31.63868584,-106.25438942,N - NOT INJURED
29.98672966,-95.4438905,B - SUSPECTED MINOR INJURY
29.72856511,-95.54996885,99 - UNKNOWN
30.6998268,-96.88819348,A - SUSPECTED SERIOUS INJURY
29.59334598,-98.40055272,99 - UNKNOWN
28.30747422,-97.27472903,B - SUSPECTED MINOR INJURY
33.03452497,-97.59953218,A - SUSPECTED SERIOUS INJURY
32.86084195,-97.34301074,N - NOT INJURED
31.67263485,-106.33377035,C - POSSIBLE INJURY
34.08466114,-99.27509205,A - SUSPECTED SERIOUS INJURY
33.06192182,-98.56546859,B - SUSPECTED MINOR INJURY
30.291379,-97.75891024,B - SUSPECTED MINOR INJURY
33.16284537,-96.43199728,B - SUSPECTED MINOR INJURY
29.90512168,-94.30115121,B - SUSPECTED MINOR INJURY
31.82045098,-106.43913186,B - SUSPECTED MINOR INJURY
30.58161131,-98.27309544,B - SUSPECTED MINOR INJURY
no data,no data,A - SUSPECTED SERIOUS INJURY
30.18176398,-97.90017105,B - SUSPECTED MINOR INJURY
33.1006461,-97.24631372,B - SUSPECTED MINOR INJURY
33.10064298,-97.24579842,B - SUSPECTED MINOR INJURY
33.09913135,-97.27095741,A - SUSPECTED SERIOUS INJURY
29.59785984,-95.19661195,C - POSSIBLE INJURY
33.10065993,-97.25022994,B - SUSPECTED MINOR INJURY
32.82258549,-96.62960223,C - POSSIBLE INJURY
32.42653467,-95.68239753,A - SUSPECTED SERIOUS INJURY
32.81406426,-96.59579262,B - SUSPECTED MINOR INJURY
31.72048018,-106.35379832,B - SUSPECTED MINOR INJURY
31.95065328,-102.13966438,C - POSSIBLE INJURY
29.27531048,-96.08206838,A - SUSPECTED SERIOUS INJURY
31.05553336,-97.53501718,B - SUSPECTED MINOR INJURY
29.85962806,-95.52457778,C - POSSIBLE INJURY
29.48352139,-98.4032808,N - NOT INJURED
29.37970216,-98.2042694,A - SUSPECTED SERIOUS INJURY
29.50174222,-98.58674998,B - SUSPECTED MINOR INJURY
32.42927728,-94.34524364,A - SUSPECTED SERIOUS INJURY
30.26884469,-95.12871313,A - SUSPECTED SERIOUS INJURY
29.93624545,-93.93154963,A - SUSPECTED SERIOUS INJURY
32.70406042,-97.06273643,K - FATAL INJURY
33.17576586,-97.03940464,C - POSSIBLE INJURY
29.67004482,-95.31209311,K - FATAL INJURY
29.48531701,-94.9406405,C - POSSIBLE INJURY
29.98571202,-94.00230962,C - POSSIBLE INJURY
33.40620983,-94.06076256,C - POSSIBLE INJURY
30.27087479,-97.75601248,A - SUSPECTED SERIOUS INJURY
32.77997997,-97.20117542,C - POSSIBLE INJURY
30.32158477,-97.65485248,C - POSSIBLE INJURY
27.52930538,-99.45765215,C - POSSIBLE INJURY
30.17756395,-97.80863827,B - SUSPECTED MINOR INJURY
30.468465,-97.79713884,B - SUSPECTED MINOR INJURY
32.66674575,-97.24050476,B - SUSPECTED MINOR INJURY
29.51522831,-98.63443028,C - POSSIBLE INJURY
29.83539373,-95.17858225,A - SUSPECTED SERIOUS INJURY
33.49892257,-97.5501658,B - SUSPECTED MINOR INJURY
30.20884157,-97.75596089,A - SUSPECTED SERIOUS INJURY
29.62067641,-95.63327358,K - FATAL INJURY
29.77658272,-95.39583723,A - SUSPECTED SERIOUS INJURY
26.36971559,-98.1716225,C - POSSIBLE INJURY
31.7830724,-106.24422707,A - SUSPECTED SERIOUS INJURY
30.24392013,-95.45769154,B - SUSPECTED MINOR INJURY
29.95075122,-95.3210025,C - POSSIBLE INJURY
32.74918426,-96.70889732,B - SUSPECTED MINOR INJURY
29.73966182,-100.04012268,A - SUSPECTED SERIOUS INJURY
29.47491768,-98.08415524,C - POSSIBLE INJURY
32.43727148,-94.82508201,A - SUSPECTED SERIOUS INJURY
31.05465013,-97.64880721,C - POSSIBLE INJURY
32.65408114,-96.83994052,K - FATAL INJURY
32.87091962,-96.91999423,A - SUSPECTED SERIOUS INJURY
32.37821052,-96.04239088,C - POSSIBLE INJURY
30.60980618,-97.6664127,A - SUSPECTED SERIOUS INJURY
31.75082579,-97.23271445,A - SUSPECTED SERIOUS INJURY
29.02549531,-95.51274245,A - SUSPECTED SERIOUS INJURY
33.66973152,-96.91019622,A - SUSPECTED SERIOUS INJURY
29.13427741,-97.20232715,A - SUSPECTED SERIOUS INJURY
33.57972921,-101.83977034,K - FATAL INJURY
30.27889341,-97.48764006,A - SUSPECTED SERIOUS INJURY
31.58729582,-95.51115632,A - SUSPECTED SERIOUS INJURY
30.69619995,-98.37691371,B - SUSPECTED MINOR INJURY
33.15667098,-95.4217684,N - NOT INJURED
31.74432918,-106.33194529,B - SUSPECTED MINOR INJURY
32.71917428,-97.11043249,A - SUSPECTED SERIOUS INJURY
30.04714474,-95.38355307,N - NOT INJURED
29.14692284,-95.32422153,C - POSSIBLE INJURY
29.72580043,-95.48557976,A - SUSPECTED SERIOUS INJURY
no data,no data,B - SUSPECTED MINOR INJURY
33.10069723,-96.47695407,A - SUSPECTED SERIOUS INJURY
32.73572562,-97.43576391,B - SUSPECTED MINOR INJURY
32.89444423,-96.6843295,B - SUSPECTED MINOR INJURY
29.11339242,-98.43202667,B - SUSPECTED MINOR INJURY
32.43586672,-99.77420424,A - SUSPECTED SERIOUS INJURY
29.98950788,-99.18739985,A - SUSPECTED SERIOUS INJURY
no data,no data,B - SUSPECTED MINOR INJURY
32.68469321,-97.1147068,A - SUSPECTED SERIOUS INJURY
32.76976496,-96.8199537,A - SUSPECTED SERIOUS INJURY
31.35501436,-97.48460776,A - SUSPECTED SERIOUS INJURY
32.70586429,-97.30752822,B - SUSPECTED MINOR INJURY
30.13433982,-97.82779413,K - FATAL INJURY
29.81492672,-96.08263162,B - SUSPECTED MINOR INJURY
31.49493488,-106.14254042,B - SUSPECTED MINOR INJURY
26.45705587,-97.61942838,B - SUSPECTED MINOR INJURY
29.64710756,-98.40827193,B - SUSPECTED MINOR INJURY
29.92837777,-95.76288239,A - SUSPECTED SERIOUS INJURY
35.19384001,-101.79540287,B - SUSPECTED MINOR INJURY
32.61916003,-97.07518196,A - SUSPECTED SERIOUS INJURY
31.68954557,-106.32840137,B - SUSPECTED MINOR INJURY
33.2487729,-96.50247913,A - SUSPECTED SERIOUS INJURY
33.57790984,-101.80491326,K - FATAL INJURY
33.02148634,-96.4563221,B - SUSPECTED MINOR INJURY
30.22070496,-97.7721728,B - SUSPECTED MINOR INJURY
31.67762243,-98.48474857,B - SUSPECTED MINOR INJURY
28.11534563,-97.84104638,B - SUSPECTED MINOR INJURY
29.68158764,-98.14422716,B - SUSPECTED MINOR INJURY
31.10647555,-99.33237278,A - SUSPECTED SERIOUS INJURY
30.68913775,-101.38428557,K - FATAL INJURY
32.69841287,-97.96819361,A - SUSPECTED SERIOUS INJURY
29.98886957,-94.06362675,A - SUSPECTED SERIOUS INJURY
30.32002477,-97.70125247,B - SUSPECTED MINOR INJURY
27.6184353,-97.29894268,C - POSSIBLE INJURY
29.42245741,-98.50157698,B - SUSPECTED MINOR INJURY
32.78643416,-96.57109595,A - SUSPECTED SERIOUS INJURY
32.5971343,-96.95205254,A - SUSPECTED SERIOUS INJURY
32.72033159,-96.82759869,C - POSSIBLE INJURY
32.90805544,-96.89745946,B - SUSPECTED MINOR INJURY
30.05785895,-93.89172689,A - SUSPECTED SERIOUS INJURY
31.42494543,-100.48564923,C - POSSIBLE INJURY
32.41245445,-99.77508185,C - POSSIBLE INJURY
33.05545143,-96.32860626,A - SUSPECTED SERIOUS INJURY
29.97185981,-95.42061424,N - NOT INJURED
29.93898617,-95.34541631,A - SUSPECTED SERIOUS INJURY
29.78761418,-95.56310397,A - SUSPECTED SERIOUS INJURY
31.06206855,-98.18131805,B - SUSPECTED MINOR INJURY
32.71868788,-97.59861112,B - SUSPECTED MINOR INJURY
29.57669372,-98.32266324,C - POSSIBLE INJURY
33.03918061,-97.02355875,N - NOT INJURED
29.53651495,-98.48436231,K - FATAL INJURY
30.12664473,-95.4569636,B - SUSPECTED MINOR INJURY
29.73488045,-95.65052737,C - POSSIBLE INJURY
31.71876485,-106.36389036,B - SUSPECTED MINOR INJURY
32.78775407,-96.57902904,B - SUSPECTED MINOR INJURY
33.04254177,-96.70634849,B - SUSPECTED MINOR INJURY
29.81380572,-95.37244085,A - SUSPECTED SERIOUS INJURY
29.32884179,-98.41968558,B - SUSPECTED MINOR INJURY
32.72615976,-97.25744605,99 - UNKNOWN
29.81530774,-95.32724059,C - POSSIBLE INJURY
31.05523396,-98.17919376,N - NOT INJURED
30.28260566,-97.72748757,B - SUSPECTED MINOR INJURY
32.68623616,-97.27516065,A - SUSPECTED SERIOUS INJURY
32.6797743,-97.33175244,C - POSSIBLE INJURY
29.51527495,-98.46736232,B - SUSPECTED MINOR INJURY
32.69663397,-102.59726993,B - SUSPECTED MINOR INJURY
28.05379091,-97.51297702,A - SUSPECTED SERIOUS INJURY
29.93459542,-95.24954404,C - POSSIBLE INJURY
30.6493648,-94.9976342,N - NOT INJURED
29.25113522,-98.80476763,C - POSSIBLE INJURY
33.60657244,-101.90475364,B - SUSPECTED MINOR INJURY
31.04800513,-97.46495318,N - NOT INJURED
31.8523518,-102.37385748,A - SUSPECTED SERIOUS INJURY
30.32518322,-95.47535034,B - SUSPECTED MINOR INJURY
29.84751649,-94.62851108,B - SUSPECTED MINOR INJURY
32.76651138,-96.90211996,A - SUSPECTED SERIOUS INJURY
30.60218518,-96.3421117,B - SUSPECTED MINOR INJURY
33.04605951,-94.80701683,B - SUSPECTED MINOR INJURY
32.75972427,-97.09225871,B - SUSPECTED MINOR INJURY
29.68095195,-95.34868245,C - POSSIBLE INJURY
29.75773505,-95.38207216,A - SUSPECTED SERIOUS INJURY
32.37769782,-100.97365077,A - SUSPECTED SERIOUS INJURY
29.36601085,-95.03062664,N - NOT INJURED
31.20353288,-105.74365342,B - SUSPECTED MINOR INJURY
no data,no data,A - SUSPECTED SERIOUS INJURY
30.54496707,-96.06362025,B - SUSPECTED MINOR INJURY
no data,no data,A - SUSPECTED SERIOUS INJURY
28.94112417,-98.43622578,B - SUSPECTED MINOR INJURY
31.77647484,-106.31648036,C - POSSIBLE INJURY
32.91784707,-97.54353809,B - SUSPECTED MINOR INJURY
29.96433813,-95.65072758,A - SUSPECTED SERIOUS INJURY
29.46633497,-98.60250228,B - SUSPECTED MINOR INJURY
no data,no data,B - SUSPECTED MINOR INJURY
29.27160033,-98.57198941,99 - UNKNOWN
32.93022838,-96.1205561,C - POSSIBLE INJURY
32.6688043,-96.7125843,A - SUSPECTED SERIOUS INJURY
32.69004701,-97.10544401,B - SUSPECTED MINOR INJURY
27.53098538,-99.51003214,B - SUSPECTED MINOR INJURY
no data,no data,B - SUSPECTED MINOR INJURY
33.18234776,-97.10254562,A - SUSPECTED SERIOUS INJURY
29.59782411,-98.56858394,A - SUSPECTED SERIOUS INJURY
32.43186967,-99.7326511,B - SUSPECTED MINOR INJURY
33.50511728,-101.88764127,B - SUSPECTED MINOR INJURY
31.66343213,-98.41720996,K - FATAL INJURY
30.40326962,-98.05828394,B - SUSPECTED MINOR INJURY
29.97439086,-95.2265368,A - SUSPECTED SERIOUS INJURY
29.85806479,-95.683163,C - POSSIBLE INJURY
31.1801975,-95.92389516,B - SUSPECTED MINOR INJURY
32.69046997,-100.85828279,A - SUSPECTED SERIOUS INJURY
33.0862742,-96.78876614,A - SUSPECTED SERIOUS INJURY
31.12487673,-94.81088573,A - SUSPECTED SERIOUS INJURY
33.76038945,-96.56232832,A - SUSPECTED SERIOUS INJURY
30.21735945,-97.6667444,A - SUSPECTED SERIOUS INJURY
31.79485835,-106.51981646,B - SUSPECTED MINOR INJURY
32.91327688,-97.33004041,A - SUSPECTED SERIOUS INJURY
32.72572426,-96.60133263,A - SUSPECTED SERIOUS INJURY
32.75722477,-97.21898941,B - SUSPECTED MINOR INJURY
32.79518131,-97.32156524,N - NOT INJURED
30.49382474,-97.85899242,A - SUSPECTED SERIOUS INJURY
29.30858967,-94.90716939,C - POSSIBLE INJURY
29.58614854,-95.52624376,A - SUSPECTED SERIOUS INJURY
29.6792974,-95.20888313,B - SUSPECTED MINOR INJURY
30.56889396,-96.05075441,A - SUSPECTED SERIOUS INJURY
no data,no data,A - SUSPECTED SERIOUS INJURY
32.73271705,-97.36672509,C - POSSIBLE INJURY
34.08518389,-98.31557239,B - SUSPECTED MINOR INJURY
29.83532176,-96.03248487,B - SUSPECTED MINOR INJURY
29.77820283,-95.37987834,99 - UNKNOWN
31.41027527,-94.74606046,K - FATAL INJURY
33.03144939,-97.0190925,B - SUSPECTED MINOR INJURY
31.71811455,-98.98068208,C - POSSIBLE INJURY
29.50150738,-98.41554778,C - POSSIBLE INJURY
27.78854649,-97.54744902,B - SUSPECTED MINOR INJURY
32.29421041,-95.24447511,B - SUSPECTED MINOR INJURY
no data,no data,A - SUSPECTED SERIOUS INJURY
no data,no data,C - POSSIBLE INJURY
28.35638209,-97.82112145,B - SUSPECTED MINOR INJURY
29.51138484,-95.01678319,C - POSSIBLE INJURY
32.97772968,-96.71501521,N - NOT INJURED
33.56940384,-101.80730985,B - SUSPECTED MINOR INJURY
29.96942393,-95.4200345,C - POSSIBLE INJURY
30.67850418,-97.0075202,A - SUSPECTED SERIOUS INJURY
32.79543148,-96.79284519,A - SUSPECTED SERIOUS INJURY
29.70099629,-95.37509334,99 - UNKNOWN
31.15738186,-97.43644703,K - FATAL INJURY
27.79805657,-97.41110163,A - SUSPECTED SERIOUS INJURY
32.90483423,-96.68348231,K - FATAL INJURY
30.91570316,-97.60684721,B - SUSPECTED MINOR INJURY
26.03496081,-97.24611662,B - SUSPECTED MINOR INJURY
32.88546956,-96.61313732,B - SUSPECTED MINOR INJURY
32.96082777,-96.73499206,A - SUSPECTED SERIOUS INJURY
33.50981398,-95.58948714,B - SUSPECTED MINOR INJURY
no data,no data,C - POSSIBLE INJURY
29.66237594,-95.63417572,A - SUSPECTED SERIOUS INJURY
32.86429685,-96.71168965,B - SUSPECTED MINOR INJURY
32.70014911,-96.89876252,A - SUSPECTED SERIOUS INJURY
29.66230595,-94.67918658,B - SUSPECTED MINOR INJURY
36.00933053,-101.79086182,C - POSSIBLE INJURY
33.86139102,-95.25385225,K - FATAL INJURY
34.84383673,-102.38767126,A - SUSPECTED SERIOUS INJURY
29.58868491,-95.18201464,B - SUSPECTED MINOR INJURY
30.26068148,-96.97596745,B - SUSPECTED MINOR INJURY
30.15116324,-95.44813162,K - FATAL INJURY
29.72862021,-98.07859322,A - SUSPECTED SERIOUS INJURY
33.19977726,-96.91293905,N - NOT INJURED
31.75890434,-106.27693486,B - SUSPECTED MINOR INJURY
29.54560229,-98.31739344,N - NOT INJURED
29.78939041,-99.21428709,B - SUSPECTED MINOR INJURY
32.24738163,-95.30877172,C - POSSIBLE INJURY
31.06001365,-97.81570032,A - SUSPECTED SERIOUS INJURY
33.77376748,-96.89028384,A - SUSPECTED SERIOUS INJURY
33.92204675,-98.50033145,A - SUSPECTED SERIOUS INJURY
31.52657396,-100.56337533,N - NOT INJURED
29.93870179,-95.35306216,K - FATAL INJURY
29.14655516,-95.6695348,B - SUSPECTED MINOR INJURY
32.83393142,-96.63205957,N - NOT INJURED
32.65341748,-97.34852171,A - SUSPECTED SERIOUS INJURY
29.68238391,-95.76699516,C - POSSIBLE INJURY
29.69515495,-95.77762698,A - SUSPECTED SERIOUS INJURY
31.49830349,-97.16426025,A - SUSPECTED SERIOUS INJURY
29.7612323,-95.39562407,N - NOT INJURED
29.70541341,-95.18544769,A - SUSPECTED SERIOUS INJURY
29.3694638,-95.10655317,B - SUSPECTED MINOR INJURY
31.6015842,-97.08261946,B - SUSPECTED MINOR INJURY
30.25246083,-98.07059243,B - SUSPECTED MINOR INJURY
31.86994439,-97.39891702,A - SUSPECTED SERIOUS INJURY
32.71659086,-99.91049154,B - SUSPECTED MINOR INJURY
31.89125009,-106.44121951,A - SUSPECTED SERIOUS INJURY
28.76619527,-97.27905766,B - SUSPECTED MINOR INJURY
29.57975946,-98.61880195,C - POSSIBLE INJURY
30.34829181,-95.51423015,B - SUSPECTED MINOR INJURY
29.62776484,-95.59420304,C - POSSIBLE INJURY
no data,no data,B - SUSPECTED MINOR INJURY
33.53369389,-101.84432742,B - SUSPECTED MINOR INJURY
29.70198986,-95.36454171,N - NOT INJURED
30.54239021,-95.83698667,B - SUSPECTED MINOR INJURY
29.93926888,-95.20548142,99 - UNKNOWN
no data,no data,N - NOT INJURED
29.59901485,-95.71351301,B - SUSPECTED MINOR INJURY
32.25289985,-95.1686543,B - SUSPECTED MINOR INJURY
31.49337452,-97.16659255,A - SUSPECTED SERIOUS INJURY
32.93462992,-97.85835507,A - SUSPECTED SERIOUS INJURY
30.88562592,-102.43425713,B - SUSPECTED MINOR INJURY
30.45624836,-97.66986021,B - SUSPECTED MINOR INJURY
32.36330512,-95.29263563,A - SUSPECTED SERIOUS INJURY
29.66935993,-98.65002226,B - SUSPECTED MINOR INJURY
29.83868151,-95.95901583,A - SUSPECTED SERIOUS INJURY
31.89869138,-106.43268167,B - SUSPECTED MINOR INJURY
31.70979243,-98.97709768,C - POSSIBLE INJURY
29.53572965,-98.39457784,B - SUSPECTED MINOR INJURY
29.34661499,-98.51098918,A - SUSPECTED SERIOUS INJURY
31.76199671,-106.50479538,C - POSSIBLE INJURY
33.12418516,-97.03548563,B - SUSPECTED MINOR INJURY
32.88415942,-97.08616318,B - SUSPECTED MINOR INJURY
29.46274361,-98.24478593,N - NOT INJURED
29.56058368,-98.32718703,A - SUSPECTED SERIOUS INJURY
32.30717428,-95.27576299,A - SUSPECTED SERIOUS INJURY
29.80835133,-95.33608703,C - POSSIBLE INJURY
33.53112712,-95.50196056,A - SUSPECTED SERIOUS INJURY
29.72996139,-95.44847886,K - FATAL INJURY
31.05955885,-103.16562459,C - POSSIBLE INJURY
29.93486499,-99.79891658,A - SUSPECTED SERIOUS INJURY
33.60757371,-101.92732384,99 - UNKNOWN
32.97397,-97.34649735,C - POSSIBLE INJURY
31.59952391,-97.09015325,A - SUSPECTED SERIOUS INJURY
no data,no data,B - SUSPECTED MINOR INJURY
29.44568253,-95.79741669,99 - UNKNOWN
31.8329359,-102.34094751,C - POSSIBLE INJURY
27.58061173,-99.4726461,A - SUSPECTED SERIOUS INJURY
32.52991122,-95.65733547,A - SUSPECTED SERIOUS INJURY
26.3439643,-98.14788239,K - FATAL INJURY
31.95245948,-97.3155576,B - SUSPECTED MINOR INJURY
29.82283332,-100.01857778,K - FATAL INJURY
32.21375034,-97.9153231,C - POSSIBLE INJURY
29.74031621,-99.81749763,A - SUSPECTED SERIOUS INJURY
32.89511424,-96.88300578,B - SUSPECTED MINOR INJURY
33.36498622,-96.47917157,A - SUSPECTED SERIOUS INJURY
no data,no data,A - SUSPECTED SERIOUS INJURY
30.43190948,-97.62082697,N - NOT INJURED
30.9564803,-96.86151121,A - SUSPECTED SERIOUS INJURY
32.74067521,-97.35281548,C - POSSIBLE INJURY
32.74021241,-97.35287971,C - POSSIBLE INJURY
29.7777872,-95.38102967,C - POSSIBLE INJURY
29.71860489,-99.65786147,A - SUSPECTED SERIOUS INJURY
33.03965423,-97.31630643,B - SUSPECTED MINOR INJURY
32.47114606,-94.96633317,C - POSSIBLE INJURY
30.68239152,-96.40345639,B - SUSPECTED MINOR INJURY
30.72656059,-95.26330952,B - SUSPECTED MINOR INJURY
28.72633586,-100.47302646,C - POSSIBLE INJURY
29.04048495,-95.4245231,B - SUSPECTED MINOR INJURY
31.65965921,-106.31626628,A - SUSPECTED SERIOUS INJURY
29.36160086,-98.53640091,99 - UNKNOWN
29.69048417,-95.54498203,B - SUSPECTED MINOR INJURY
29.64827278,-95.56576632,A - SUSPECTED SERIOUS INJURY
29.73652641,-99.61586216,K - FATAL INJURY
30.57937539,-97.85310494,A - SUSPECTED SERIOUS INJURY
35.67842659,-102.33114446,B - SUSPECTED MINOR INJURY
29.85525508,-95.12113628,C - POSSIBLE INJURY
33.11049988,-96.80564646,B - SUSPECTED MINOR INJURY
30.16973757,-96.40736311,B - SUSPECTED MINOR INJURY
32.43113428,-94.46828008,A - SUSPECTED SERIOUS INJURY
27.60858318,-99.47958453,N - NOT INJURED
29.8137933,-95.37226417,B - SUSPECTED MINOR INJURY
32.46688096,-99.80480715,B - SUSPECTED MINOR INJURY
no data,no data,A - SUSPECTED SERIOUS INJURY
29.62929687,-98.24172033,A - SUSPECTED SERIOUS INJURY
32.44465236,-95.03532122,A - SUSPECTED SERIOUS INJURY
32.74029546,-97.34689372,K - FATAL INJURY
32.66956026,-96.88171256,C - POSSIBLE INJURY
29.12796782,-98.18658301,C - POSSIBLE INJURY
28.30411818,-97.85553542,K - FATAL INJURY
31.1212351,-97.81360595,B - SUSPECTED MINOR INJURY
35.10423888,-101.9124264,A - SUSPECTED SERIOUS INJURY
32.5801295,-97.13029518,C - POSSIBLE INJURY
30.57325142,-96.31304763,B - SUSPECTED MINOR INJURY
29.62018829,-98.86967219,C - POSSIBLE INJURY
29.42623096,-98.55469991,B - SUSPECTED MINOR INJURY
32.48552407,-96.98161263,A - SUSPECTED SERIOUS INJURY
no data,no data,B - SUSPECTED MINOR INJURY
31.75660027,-106.49513831,B - SUSPECTED MINOR INJURY
31.85824436,-102.37659582,N - NOT INJURED
32.43201587,-94.83080425,C - POSSIBLE INJURY
26.22417054,-98.28353244,C - POSSIBLE INJURY
no data,no data,A - SUSPECTED SERIOUS INJURY
31.2970282,-97.25133945,B - SUSPECTED MINOR INJURY
31.77199484,-106.33995158,B - SUSPECTED MINOR INJURY
29.70096076,-95.604536,A - SUSPECTED SERIOUS INJURY
28.8302886,-98.21795792,N - NOT INJURED
32.93845423,-96.90604253,N - NOT INJURED
29.83135712,-95.76087348,B - SUSPECTED MINOR INJURY
no data,no data,B - SUSPECTED MINOR INJURY
29.79395617,-95.33653625,K - FATAL INJURY
no data,no data,99 - UNKNOWN
30.87001202,-102.91605747,B - SUSPECTED MINOR INJURY
29.94206053,-98.38318081,B - SUSPECTED MINOR INJURY
31.7619114,-95.62685276,A - SUSPECTED SERIOUS INJURY
26.30222693,-98.16095649,A - SUSPECTED SERIOUS INJURY
33.5389038,-101.95704764,C - POSSIBLE INJURY
34.20590058,-101.67503365,N - NOT INJURED
30.0056104,-95.58622572,B - SUSPECTED MINOR INJURY
29.87692671,-95.56332599,B - SUSPECTED MINOR INJURY
31.78242484,-106.29547913,A - SUSPECTED SERIOUS INJURY
30.27826677,-95.45706862,A - SUSPECTED SERIOUS INJURY
32.29812039,-97.84160928,B - SUSPECTED MINOR INJURY
26.15367967,-97.92352969,B - SUSPECTED MINOR INJURY
29.61765613,-98.76130428,B - SUSPECTED MINOR INJURY
32.41427769,-95.23210969,N - NOT INJURED
32.17464863,-94.35986906,N - NOT INJURED
30.53276291,-95.73691604,B - SUSPECTED MINOR INJURY
29.47449018,-98.26359641,B - SUSPECTED MINOR INJURY
30.41861952,-96.10626906,N - NOT INJURED
32.80832406,-97.24792046,99 - UNKNOWN
