person_age,person_gender,person_ethnicity,person_injury_severity,driver_license_class,person_age
33,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,33
52,2 - FEMALE,B - BLACK,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,52
24,1 - MALE,W - WHITE,K - FATAL INJURY,B - CLASS B,24
40,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,40
37,1 - MALE,B - BLACK,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,37
49,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,CM - CLASS C AND M,49
49,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,49
22,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,M - CLASS M,22
26,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,A - CLASS A,26
21,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,C - CLASS C,21
51,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,51
19,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,19
35,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,98 - OTHER/OUT OF STATE,35
28,1 - MALE,H - HISPANIC,N - NOT INJURED,C - CLASS C,28
24,1 - MALE,A - ASIAN,N - NOT INJURED,C - CLASS C,24
65,1 - MALE,W - WHITE,C - POSSIBLE INJURY,5 - UNLICENSED,65
41,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,41
62,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,C - CLASS C,62
64,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,64
39,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,39
30,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,30
23,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,23
29,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,CM - CLASS C AND M,29
44,1 - MALE,H - HISPANIC,N - NOT INJURED,C - CLASS C,44
33,2 - FEMALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,33
47,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,47
72,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,72
29,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,29
38,1 - MALE,B - BLACK,A - SUSPECTED SERIOUS INJURY,5 - UNLICENSED,38
62,2 - FEMALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,62
55,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,AM - CLASS A AND M,55
62,1 - MALE,W - WHITE,K - FATAL INJURY,CM - CLASS C AND M,62
24,1 - MALE,W - WHITE,C - POSSIBLE INJURY,BM - CLASS B AND M,24
23,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,23
46,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,46
20,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,20
27,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,27
60,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,CM - CLASS C AND M,60
33,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,33
36,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,C - CLASS C,36
30,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,C - CLASS C,30
50,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,50
57,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,C - CLASS C,57
31,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,98 - OTHER/OUT OF STATE,31
40,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,40
33,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,33
29,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,29
54,1 - MALE,W - WHITE,99 - UNKNOWN,98 - OTHER/OUT OF STATE,54
44,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,44
60,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,60
52,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,C - CLASS C,52
18,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,18
27,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,C - CLASS C,27
39,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,5 - UNLICENSED,39
48,2 - FEMALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,48
25,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,25
22,1 - MALE,B - BLACK,A - SUSPECTED SERIOUS INJURY,C - CLASS C,22
60,1 - MALE,W - WHITE,N - NOT INJURED,AM - CLASS A AND M,60
47,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,47
35,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,35
41,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,C - CLASS C,41
19,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,19
58,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,58
32,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,5 - UNLICENSED,32
30,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,30
46,1 - MALE,B - BLACK,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,46
31,1 - MALE,B - BLACK,A - SUSPECTED SERIOUS INJURY,C - CLASS C,31
50,1 - MALE,B - BLACK,N - NOT INJURED,C - CLASS C,50
19,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,19
25,1 - MALE,W - WHITE,N - NOT INJURED,C - CLASS C,25
51,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,51
20,2 - FEMALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,20
19,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,C - CLASS C,19
48,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,5 - UNLICENSED,48
22,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,22
36,2 - FEMALE,W - WHITE,B - SUSPECTED MINOR INJURY,5 - UNLICENSED,36
29,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,C - CLASS C,29
34,2 - FEMALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,34
30,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,30
32,2 - FEMALE,W - WHITE,B - SUSPECTED MINOR INJURY,B - CLASS B,32
19,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,19
34,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,98 - OTHER/OUT OF STATE,34
47,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,47
44,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,44
59,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,BM - CLASS B AND M,59
20,1 - MALE,98 - OTHER,B - SUSPECTED MINOR INJURY,C - CLASS C,20
48,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,48
36,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,36
47,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,C - CLASS C,47
27,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,C - CLASS C,27
27,1 - MALE,H - HISPANIC,N - NOT INJURED,CM - CLASS C AND M,27
26,1 - MALE,B - BLACK,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,26
36,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,36
28,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,28
39,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,39
24,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,C - CLASS C,24
36,1 - MALE,B - BLACK,C - POSSIBLE INJURY,C - CLASS C,36
51,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,51
39,1 - MALE,W - WHITE,N - NOT INJURED,CM - CLASS C AND M,39
27,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,27
27,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,27
24,1 - MALE,B - BLACK,A - SUSPECTED SERIOUS INJURY,C - CLASS C,24
38,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,38
67,1 - MALE,B - BLACK,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,67
69,1 - MALE,W - WHITE,K - FATAL INJURY,CM - CLASS C AND M,69
26,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,26
20,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,C - CLASS C,20
57,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,57
65,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,65
41,1 - MALE,H - HISPANIC,N - NOT INJURED,C - CLASS C,41
41,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,41
26,1 - MALE,H - HISPANIC,K - FATAL INJURY,C - CLASS C,26
50,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,50
22,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,98 - OTHER/OUT OF STATE,22
24,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,C - CLASS C,24
37,2 - FEMALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,37
21,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,21
33,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,33
55,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,C - CLASS C,55
51,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,51
29,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,C - CLASS C,29
53,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,53
28,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,28
22,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,AM - CLASS A AND M,22
34,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,34
28,1 - MALE,B - BLACK,A - SUSPECTED SERIOUS INJURY,C - CLASS C,28
20,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,5 - UNLICENSED,20
30,1 - MALE,B - BLACK,C - POSSIBLE INJURY,C - CLASS C,30
27,1 - MALE,W - WHITE,N - NOT INJURED,C - CLASS C,27
24,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,24
45,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,45
28,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,28
55,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,5 - UNLICENSED,55
56,2 - FEMALE,W - WHITE,B - SUSPECTED MINOR INJURY,B - CLASS B,56
58,1 - MALE,H - HISPANIC,K - FATAL INJURY,AM - CLASS A AND M,58
61,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,AM - CLASS A AND M,61
54,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,98 - OTHER/OUT OF STATE,54
51,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,51
49,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,49
37,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,37
73,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,73
51,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,51
71,1 - MALE,W - WHITE,K - FATAL INJURY,C - CLASS C,71
no data,99 - UNKNOWN,99 - UNKNOWN,99 - UNKNOWN,99 - UNKNOWN,no data
51,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,51
24,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,24
52,1 - MALE,W - WHITE,K - FATAL INJURY,CM - CLASS C AND M,52
24,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,24
44,1 - MALE,H - HISPANIC,K - FATAL INJURY,CM - CLASS C AND M,44
27,1 - MALE,B - BLACK,C - POSSIBLE INJURY,5 - UNLICENSED,27
48,1 - MALE,W - WHITE,N - NOT INJURED,CM - CLASS C AND M,48
25,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,5 - UNLICENSED,25
47,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,47
26,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,C - CLASS C,26
40,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,40
26,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,26
24,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,24
70,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,70
55,1 - MALE,W - WHITE,N - NOT INJURED,C - CLASS C,55
48,1 - MALE,W - WHITE,K - FATAL INJURY,CM - CLASS C AND M,48
23,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,A - CLASS A,23
75,1 - MALE,W - WHITE,C - POSSIBLE INJURY,98 - OTHER/OUT OF STATE,75
62,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,CM - CLASS C AND M,62
23,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,23
52,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,52
33,1 - MALE,H - HISPANIC,K - FATAL INJURY,5 - UNLICENSED,33
34,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,98 - OTHER/OUT OF STATE,34
49,1 - MALE,B - BLACK,K - FATAL INJURY,C - CLASS C,49
61,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,61
43,2 - FEMALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,43
no data,99 - UNKNOWN,99 - UNKNOWN,99 - UNKNOWN,99 - UNKNOWN,no data
15,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,5 - UNLICENSED,15
23,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,C - CLASS C,23
31,1 - MALE,W - WHITE,N - NOT INJURED,C - CLASS C,31
58,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,58
24,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,24
46,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,5 - UNLICENSED,46
27,1 - MALE,W - WHITE,N - NOT INJURED,C - CLASS C,27
44,1 - MALE,H - HISPANIC,N - NOT INJURED,CM - CLASS C AND M,44
30,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,30
41,2 - FEMALE,W - WHITE,N - NOT INJURED,98 - OTHER/OUT OF STATE,41
26,1 - MALE,B - BLACK,N - NOT INJURED,C - CLASS C,26
32,1 - MALE,B - BLACK,N - NOT INJURED,C - CLASS C,32
67,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,AM - CLASS A AND M,67
34,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,34
60,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,no data,60
19,1 - MALE,A - ASIAN,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,19
48,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,48
20,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,20
56,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,56
25,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,25
31,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,31
44,1 - MALE,A - ASIAN,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,44
67,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,67
37,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,98 - OTHER/OUT OF STATE,37
53,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,AM - CLASS A AND M,53
23,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,23
22,1 - MALE,W - WHITE,N - NOT INJURED,CM - CLASS C AND M,22
39,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,39
68,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,68
25,1 - MALE,99 - UNKNOWN,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,25
69,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,69
22,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,22
31,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,A - CLASS A,31
75,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,75
51,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,51
42,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,42
35,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,98 - OTHER/OUT OF STATE,35
32,1 - MALE,H - HISPANIC,N - NOT INJURED,C - CLASS C,32
47,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,98 - OTHER/OUT OF STATE,47
26,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,26
48,2 - FEMALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,48
19,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,C - CLASS C,19
24,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,24
37,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,C - CLASS C,37
39,1 - MALE,H - HISPANIC,N - NOT INJURED,C - CLASS C,39
41,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,AM - CLASS A AND M,41
31,1 - MALE,B - BLACK,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,31
36,1 - MALE,W - WHITE,K - FATAL INJURY,A - CLASS A,36
56,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,98 - OTHER/OUT OF STATE,56
45,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,C - CLASS C,45
44,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,44
45,2 - FEMALE,W - WHITE,B - SUSPECTED MINOR INJURY,98 - OTHER/OUT OF STATE,45
21,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,C - CLASS C,21
58,1 - MALE,W - WHITE,N - NOT INJURED,C - CLASS C,58
55,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,98 - OTHER/OUT OF STATE,55
67,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,67
49,2 - FEMALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,49
62,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,AM - CLASS A AND M,62
68,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,68
59,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,59
45,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,45
51,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,51
20,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,20
25,2 - FEMALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,25
50,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,50
64,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,64
52,1 - MALE,W - WHITE,K - FATAL INJURY,C - CLASS C,52
58,1 - MALE,H - HISPANIC,K - FATAL INJURY,5 - UNLICENSED,58
50,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,50
33,2 - FEMALE,W - WHITE,C - POSSIBLE INJURY,98 - OTHER/OUT OF STATE,33
27,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,5 - UNLICENSED,27
46,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,AM - CLASS A AND M,46
25,2 - FEMALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,25
51,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,51
42,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,A - CLASS A,42
32,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,32
47,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,C - CLASS C,47
24,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,A - CLASS A,24
20,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,20
60,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,60
23,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,23
30,1 - MALE,B - BLACK,C - POSSIBLE INJURY,A - CLASS A,30
15,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,15
52,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,C - CLASS C,52
23,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,23
44,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,44
20,1 - MALE,H - HISPANIC,A - SUSPECTED SERIOUS INJURY,C - CLASS C,20
25,1 - MALE,W - WHITE,N - NOT INJURED,98 - OTHER/OUT OF STATE,25
42,2 - FEMALE,A - ASIAN,B - SUSPECTED MINOR INJURY,C - CLASS C,42
60,1 - MALE,B - BLACK,A - SUSPECTED SERIOUS INJURY,A - CLASS A,60
34,1 - MALE,A - ASIAN,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,34
53,1 - MALE,B - BLACK,A - SUSPECTED SERIOUS INJURY,AM - CLASS A AND M,53
34,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,34
24,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,C - CLASS C,24
54,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,CM - CLASS C AND M,54
49,1 - MALE,H - HISPANIC,K - FATAL INJURY,5 - UNLICENSED,49
52,2 - FEMALE,W - WHITE,K - FATAL INJURY,CM - CLASS C AND M,52
59,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,59
31,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,98 - OTHER/OUT OF STATE,31
37,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,37
53,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,53
23,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,23
50,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,C - CLASS C,50
34,1 - MALE,B - BLACK,C - POSSIBLE INJURY,C - CLASS C,34
38,1 - MALE,A - ASIAN,A - SUSPECTED SERIOUS INJURY,C - CLASS C,38
23,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,23
19,1 - MALE,no data,N - NOT INJURED,C - CLASS C,19
24,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,98 - OTHER/OUT OF STATE,24
25,1 - MALE,H - HISPANIC,C - POSSIBLE INJURY,CM - CLASS C AND M,25
21,1 - MALE,A - ASIAN,N - NOT INJURED,CM - CLASS C AND M,21
56,1 - MALE,W - WHITE,C - POSSIBLE INJURY,C - CLASS C,56
21,2 - FEMALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,21
12,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,5 - UNLICENSED,12
40,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,40
31,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,31
28,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,C - CLASS C,28
78,1 - MALE,W - WHITE,K - FATAL INJURY,98 - OTHER/OUT OF STATE,78
38,1 - MALE,B - BLACK,A - SUSPECTED SERIOUS INJURY,A - CLASS A,38
43,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,C - CLASS C,43
22,1 - MALE,H - HISPANIC,N - NOT INJURED,CM - CLASS C AND M,22
68,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,AM - CLASS A AND M,68
40,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,98 - OTHER/OUT OF STATE,40
59,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,C - CLASS C,59
29,1 - MALE,W - WHITE,C - POSSIBLE INJURY,CM - CLASS C AND M,29
54,1 - MALE,B - BLACK,B - SUSPECTED MINOR INJURY,5 - UNLICENSED,54
28,1 - MALE,W - WHITE,A - SUSPECTED SERIOUS INJURY,98 - OTHER/OUT OF STATE,28
51,2 - FEMALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,51
26,1 - MALE,B - BLACK,C - POSSIBLE INJURY,C - CLASS C,26
21,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,C - CLASS C,21
22,1 - MALE,W - WHITE,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,22
26,1 - MALE,H - HISPANIC,B - SUSPECTED MINOR INJURY,CM - CLASS C AND M,26
