crash_id,person_age,charge,person_ethnicity,financial_responsibility_type,crash_date,day_of_week,person_gender,person_helmet,driver_license_class,driver_license_endorsements,driver_drug_test_result,driver_license_state,driver_license_type,person_injury_severity
19097945,20,NO CHARGES,B - BLACK,no data,2022-09-01,THURSDAY,1 - MALE,"2 - WORN, DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,C - POSSIBLE INJURY
19100089,45,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2022-09-01,THURSDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
19101895,62,DRIVING WHILE INTOXICATED,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2022-09-01,THURSDAY,1 - MALE,"3 - WORN, NOT DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
19097626,33,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2022-09-02,FRIDAY,1 - MALE,"2 - WORN, DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
19097689,55,NO CHARGES,W - WHITE,no data,2022-09-02,FRIDAY,1 - MALE,1 - NOT WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
19098616,57,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2022-09-02,FRIDAY,1 - MALE,"4 - WORN, UNK DAMAGE",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,C - POSSIBLE INJURY
19109570,69,UNSAFE SPEED (TXTRC 545.351),H - HISPANIC,2 - PROOF OF LIABILITY INSURANCE,2022-09-02,FRIDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,N - NOT INJURED
19111868,50,NO CHARGES,W - WHITE,no data,2022-09-02,FRIDAY,1 - MALE,1 - NOT WORN,98 - OTHER/OUT OF STATE,NONE,97 - NOT APPLICABLE,FL - FLORIDA,1 - DRIVER LICENSE,K - FATAL INJURY
19096588,23,DRIVING WHILE LICENSE INVALID,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2022-09-03,SATURDAY,1 - MALE,"2 - WORN, DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
19097720,64,UNSAFE SPEED,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2022-09-03,SATURDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,N - NOT INJURED
19099923,16,NO CHARGES,H - HISPANIC,1 - LIABILITY INSURANCE POLICY,2022-09-03,SATURDAY,1 - MALE,"2 - WORN, DAMAGED",5 - UNLICENSED,UNLICENSED,97 - NOT APPLICABLE,no data,5 - UNLICENSED,B - SUSPECTED MINOR INJURY
19101862,75,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2022-09-03,SATURDAY,1 - MALE,1 - NOT WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
19101941,25,"UNSAFE SPEED, IMPROPER DRIVER LICENSE FOR TYPE VEHICLE (CM)",W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2022-09-03,SATURDAY,1 - MALE,"3 - WORN, NOT DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
19103922,27,UNSAFE SPEED,W - WHITE,no data,2022-09-03,SATURDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
19104213,45,NO CHARGES,W - WHITE,7 - CERTIFICATE OF SELF-INSURANCE,2022-09-03,SATURDAY,1 - MALE,"4 - WORN, UNK DAMAGE",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,C - POSSIBLE INJURY
19105544,38,NO CHARGES,B - BLACK,2 - PROOF OF LIABILITY INSURANCE,2022-09-03,SATURDAY,1 - MALE,"4 - WORN, UNK DAMAGE",98 - OTHER/OUT OF STATE,NONE,97 - NOT APPLICABLE,FL - FLORIDA,1 - DRIVER LICENSE,N - NOT INJURED
19106915,56,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2022-09-03,SATURDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,K - FATAL INJURY
19107870,40,IMPROPER DRIVER LICENSE FOR TYPE VEHICLE (MOTORCYCLE),W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2022-09-03,SATURDAY,1 - MALE,"4 - WORN, UNK DAMAGE",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,N - NOT INJURED
19116777,43,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2022-09-03,SATURDAY,1 - MALE,1 - NOT WORN,98 - OTHER/OUT OF STATE,NONE,99 - UNKNOWN,OH - OHIO,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
19119064,42,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2022-09-03,SATURDAY,1 - MALE,1 - NOT WORN,98 - OTHER/OUT OF STATE,OTHER/OUT OF STATE,97 - NOT APPLICABLE,OK - OKLAHOMA,2 - COMMERCIAL DRIVER LIC.,A - SUSPECTED SERIOUS INJURY
19120790,32,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2022-09-03,SATURDAY,1 - MALE,"3 - WORN, NOT DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
19098589,53,NO CHARGES,H - HISPANIC,no data,2022-09-04,SUNDAY,1 - MALE,1 - NOT WORN,98 - OTHER/OUT OF STATE,NONE,97 - NOT APPLICABLE,NM - NEW MEXICO,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
19099957,37,NO CHARGES,W - WHITE,no data,2022-09-04,SUNDAY,1 - MALE,"3 - WORN, NOT DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,K - FATAL INJURY
19099983,34,UNSAFE SPEED,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2022-09-04,SUNDAY,1 - MALE,99 - UNKNOWN IF WORN,BM - CLASS B AND M,"PASSENGER, TANK VEHICLE",97 - NOT APPLICABLE,TX - TEXAS,2 - COMMERCIAL DRIVER LIC.,B - SUSPECTED MINOR INJURY
19101000,25,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2022-09-04,SUNDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,K - FATAL INJURY
19101468,25,NO CHARGES,W - WHITE,no data,2022-09-04,SUNDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,1 - POSITIVE,TX - TEXAS,1 - DRIVER LICENSE,K - FATAL INJURY
19101898,39,DRIVE ONTO/FROM CONTROLLED ACCESS HIGHWAY WHERE PROHIBITED,H - HISPANIC,2 - PROOF OF LIABILITY INSURANCE,2022-09-04,SUNDAY,2 - FEMALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,N - NOT INJURED
19103574,21,NO CHARGES,H - HISPANIC,no data,2022-09-04,SUNDAY,1 - MALE,"2 - WORN, DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,K - FATAL INJURY
19104352,26,NO CHARGES,W - WHITE,1 - LIABILITY INSURANCE POLICY,2022-09-04,SUNDAY,1 - MALE,"4 - WORN, UNK DAMAGE",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
19105637,64,NO CHARGES,W - WHITE,no data,2022-09-04,SUNDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
19115372,19,NO CHARGES,H - HISPANIC,2 - PROOF OF LIABILITY INSURANCE,2022-09-04,SUNDAY,1 - MALE,1 - NOT WORN,98 - OTHER/OUT OF STATE,OTHER/OUT OF STATE,97 - NOT APPLICABLE,NE - NEBRASKA,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
19120390,29,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2022-09-04,SUNDAY,1 - MALE,99 - UNKNOWN IF WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,N - NOT INJURED
19098742,43,DRIVINF WHILE INTOXICATED,H - HISPANIC,no data,2022-09-05,MONDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,N - NOT INJURED
19101549,31,NO CHARGES,H - HISPANIC,no data,2022-09-05,MONDAY,1 - MALE,1 - NOT WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
19103090,46,NO CHARGES,W - WHITE,1 - LIABILITY INSURANCE POLICY,2022-09-05,MONDAY,1 - MALE,1 - NOT WORN,98 - OTHER/OUT OF STATE,NONE,97 - NOT APPLICABLE,CO - COLORADO,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
19107350,38,"IMPROPER DRIVER LICENSE FOR TYPE VEHICLE--NO CLASS M, OPERATION OF VEHICLE WITH EXPIRED LICENSE PLATE, UNSAFE SPEED",W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2022-09-05,MONDAY,1 - MALE,"4 - WORN, UNK DAMAGE",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
19108068,48,DISREGARD HAZARD,H - HISPANIC,2 - PROOF OF LIABILITY INSURANCE,2022-09-05,MONDAY,1 - MALE,1 - NOT WORN,AM - CLASS A AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
19108554,34,NO CHARGES,B - BLACK,2 - PROOF OF LIABILITY INSURANCE,2022-09-05,MONDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
19108582,19,FAIL TO CONTROL SPEED (JP3050),W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2022-09-05,MONDAY,1 - MALE,"3 - WORN, NOT DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
19111394,51,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2022-09-05,MONDAY,1 - MALE,99 - UNKNOWN IF WORN,CM - CLASS C AND M,NONE,2 - NEGATIVE,TX - TEXAS,1 - DRIVER LICENSE,K - FATAL INJURY
19118711,34,NO CHARGES,W - WHITE,no data,2022-09-05,MONDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
19096898,30,NO CHARGES,H - HISPANIC,1 - LIABILITY INSURANCE POLICY,2022-09-06,TUESDAY,1 - MALE,"2 - WORN, DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
19099082,27,"DRIVING WHILE LICENSE INVALID W/PREV SUSP FOR DWI, FICTITIOUS LICENSE PLATE, SPEEDING",W - WHITE,1 - LIABILITY INSURANCE POLICY,2022-09-06,TUESDAY,1 - MALE,"2 - WORN, DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
19100550,58,NO CHARGES,W - WHITE,1 - LIABILITY INSURANCE POLICY,2022-09-06,TUESDAY,1 - MALE,1 - NOT WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
19101420,32,UNSAFE SPEED,W - WHITE,no data,2022-09-06,TUESDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
19104615,20,"NO DRIVER'S LICENSE (WHEN UNLICENSED), DISPLAY EXPIRED REGISTRATION",A - ASIAN,2 - PROOF OF LIABILITY INSURANCE,2022-09-06,TUESDAY,2 - FEMALE,"2 - WORN, DAMAGED",5 - UNLICENSED,UNLICENSED,97 - NOT APPLICABLE,TX - TEXAS,4 - ID CARD,B - SUSPECTED MINOR INJURY
19116102,27,"FAIL TO DRIVE IN SINGLE LANE, IMPROPER DRIVER LICENSE FOR TYPE VEHICLE (NO MOTORCYCLE LIC)",W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2022-09-06,TUESDAY,2 - FEMALE,"2 - WORN, DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
19099964,39,IMPROPER DL FOR TYPE VEHICLE,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2022-09-07,WEDNESDAY,1 - MALE,"3 - WORN, NOT DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
19101617,44,NO CHARGES,W - WHITE,1 - LIABILITY INSURANCE POLICY,2022-09-07,WEDNESDAY,1 - MALE,1 - NOT WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,C - POSSIBLE INJURY
19102763,26,NO CHARGES,W - WHITE,no data,2022-09-07,WEDNESDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,C - POSSIBLE INJURY
19102963,27,"FAIL TO CONTROL SPEED, DEFECT BRAKES-MOTORCYCLES",B - BLACK,2 - PROOF OF LIABILITY INSURANCE,2022-09-07,WEDNESDAY,1 - MALE,"3 - WORN, NOT DAMAGED",C - CLASS C,UNKNOWN,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
19103086,24,NO CHARGES,B - BLACK,2 - PROOF OF LIABILITY INSURANCE,2022-09-07,WEDNESDAY,1 - MALE,"2 - WORN, DAMAGED",98 - OTHER/OUT OF STATE,NONE,97 - NOT APPLICABLE,FL - FLORIDA,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
19103573,41,NO CHARGES,W - WHITE,no data,2022-09-07,WEDNESDAY,1 - MALE,"4 - WORN, UNK DAMAGE",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
19103643,19,NO CHARGES,H - HISPANIC,2 - PROOF OF LIABILITY INSURANCE,2022-09-07,WEDNESDAY,1 - MALE,"2 - WORN, DAMAGED",5 - UNLICENSED,UNLICENSED,97 - NOT APPLICABLE,TX - TEXAS,4 - ID CARD,B - SUSPECTED MINOR INJURY
19109748,41,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2022-09-07,WEDNESDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
19110542,19,"NO MOTORCYCLE LICENSE/ENDORSMENT, FAILURE TO MAINTAIN FINANCIAL RESPONSIBILITY",W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2022-09-07,WEDNESDAY,2 - FEMALE,"3 - WORN, NOT DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
19119667,37,NO CHARGES,W - WHITE,no data,2022-09-07,WEDNESDAY,1 - MALE,"2 - WORN, DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
19119732,23,DRIVING WHILE INTOXICATED 1ST,W - WHITE,no data,2022-09-07,WEDNESDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
19102267,28,NO CHARGES,W - WHITE,no data,2022-09-08,THURSDAY,1 - MALE,"2 - WORN, DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
19102293,57,NO CHARGES,B - BLACK,1 - LIABILITY INSURANCE POLICY,2022-09-08,THURSDAY,2 - FEMALE,"4 - WORN, UNK DAMAGE",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,C - POSSIBLE INJURY
19103021,40,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2022-09-08,THURSDAY,1 - MALE,"3 - WORN, NOT DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
19104169,18,"NO VALID TEXAS DRIVER LICENSE, FAILURE TO MAINTAIN FINANCIAL RESPONSIBILITY (NO INSURANCE)",A - ASIAN,no data,2022-09-08,THURSDAY,1 - MALE,"2 - WORN, DAMAGED",5 - UNLICENSED,UNLICENSED,97 - NOT APPLICABLE,no data,5 - UNLICENSED,B - SUSPECTED MINOR INJURY
19104196,18,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2022-09-08,THURSDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
19105684,59,NO CHARGES,B - BLACK,1 - LIABILITY INSURANCE POLICY,2022-09-08,THURSDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
19108753,49,DRIVING WHILE INTOXICATED (3 OR MORE),H - HISPANIC,2 - PROOF OF LIABILITY INSURANCE,2022-09-08,THURSDAY,1 - MALE,"3 - WORN, NOT DAMAGED",AM - CLASS A AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,N - NOT INJURED
19104624,51,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2022-09-09,FRIDAY,1 - MALE,"3 - WORN, NOT DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
19105266,34,no data,B - BLACK,no data,2022-09-09,FRIDAY,1 - MALE,"2 - WORN, DAMAGED",A - CLASS A,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
19106782,32,UNSAFE SPEED,W - WHITE,1 - LIABILITY INSURANCE POLICY,2022-09-09,FRIDAY,2 - FEMALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
19107239,39,FAIL TO CONTROL SPEED,H - HISPANIC,2 - PROOF OF LIABILITY INSURANCE,2022-09-09,FRIDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
19107733,65,FAIL TO DRIVE IN SINGLE LANE,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2022-09-09,FRIDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
19113864,26,NO CHARGES,B - BLACK,2 - PROOF OF LIABILITY INSURANCE,2022-09-09,FRIDAY,1 - MALE,"4 - WORN, UNK DAMAGE",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,N - NOT INJURED
19113984,20,NO CHARGES,H - HISPANIC,no data,2022-09-09,FRIDAY,1 - MALE,"2 - WORN, DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
19115019,18,NO CHARGES,W - WHITE,no data,2022-09-09,FRIDAY,1 - MALE,"2 - WORN, DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,K - FATAL INJURY
19106459,21,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2022-09-10,SATURDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
19108058,62,NO CHARGES,B - BLACK,2 - PROOF OF LIABILITY INSURANCE,2022-09-10,SATURDAY,1 - MALE,"2 - WORN, DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
19108091,45,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2022-09-10,SATURDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,2 - NEGATIVE,TX - TEXAS,1 - DRIVER LICENSE,K - FATAL INJURY
19109646,38,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2022-09-10,SATURDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
19109647,58,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2022-09-10,SATURDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
19110406,21,DWI ARREST,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2022-09-10,SATURDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,2 - NEGATIVE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
19116026,19,NO CHARGES,H - HISPANIC,no data,2022-09-10,SATURDAY,1 - MALE,"2 - WORN, DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
19118579,30,NO CHARGES,H - HISPANIC,1 - LIABILITY INSURANCE POLICY,2022-09-10,SATURDAY,1 - MALE,1 - NOT WORN,5 - UNLICENSED,UNLICENSED,97 - NOT APPLICABLE,TX - TEXAS,4 - ID CARD,A - SUSPECTED SERIOUS INJURY
19120093,45,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2022-09-10,SATURDAY,1 - MALE,"2 - WORN, DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
19106276,36,NO CHARGES,W - WHITE,no data,2022-09-11,SUNDAY,1 - MALE,"4 - WORN, UNK DAMAGE",B - CLASS B,NONE,97 - NOT APPLICABLE,TX - TEXAS,2 - COMMERCIAL DRIVER LIC.,B - SUSPECTED MINOR INJURY
19106962,62,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2022-09-11,SUNDAY,1 - MALE,1 - NOT WORN,CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
19107867,55,NO CHARGES,W - WHITE,1 - LIABILITY INSURANCE POLICY,2022-09-11,SUNDAY,1 - MALE,1 - NOT WORN,AM - CLASS A AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
19108843,33,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2022-09-11,SUNDAY,1 - MALE,1 - NOT WORN,AM - CLASS A AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
19115016,no data,NO CHARGES,99 - UNKNOWN,no data,2022-09-11,SUNDAY,99 - UNKNOWN,1 - NOT WORN,99 - UNKNOWN,UNKNOWN,97 - NOT APPLICABLE,UN - UNKNOWN,99 - UNKNOWN,99 - UNKNOWN
19109680,21,NO CHARGES,H - HISPANIC,no data,2022-09-12,MONDAY,1 - MALE,"3 - WORN, NOT DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
19110454,50,NO CHARGES,B - BLACK,2 - PROOF OF LIABILITY INSURANCE,2022-09-12,MONDAY,1 - MALE,1 - NOT WORN,C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
19111279,25,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2022-09-12,MONDAY,1 - MALE,"2 - WORN, DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,A - SUSPECTED SERIOUS INJURY
19115115,30,NO CHARGES,W - WHITE,2 - PROOF OF LIABILITY INSURANCE,2022-09-12,MONDAY,1 - MALE,"2 - WORN, DAMAGED",A - CLASS A,"PASSENGER, TANK VEHICLE, HAZARDOUS MATERIALS, DOUBLE/TRIPLE TRAILER",97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
19121238,50,NO CHARGES,W - WHITE,1 - LIABILITY INSURANCE POLICY,2022-09-12,MONDAY,1 - MALE,"3 - WORN, NOT DAMAGED",C - CLASS C,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
19109865,37,NO CHARGES,H - HISPANIC,1 - LIABILITY INSURANCE POLICY,2022-09-13,TUESDAY,1 - MALE,"3 - WORN, NOT DAMAGED",CM - CLASS C AND M,NONE,97 - NOT APPLICABLE,TX - TEXAS,1 - DRIVER LICENSE,B - SUSPECTED MINOR INJURY
