,crash_id,person_age,charge,person_ethnicity,crash_date,day_of_week,person_gender,person_helmet,driver_license_class,has_motocycle_endorsment,driver_license_state,driver_license_type,person_injury_severity
14181,18996053.0,66,fail to drive in single lane (txtrc 545.060(a),h - hispanic,2022-06-18,saturday,1 - male,"2 - worn, damaged",98 - other/out of state,0,mx - mexico,1 - driver license,a - suspected serious injury
14182,18999235.0,50,unsafe speed,h - hispanic,2022-06-19,sunday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
14183,18992346.0,,no charges,w - white,2022-06-21,tuesday,1 - male,"2 - worn, damaged",99 - unknown,0,un - unknown,99 - unknown,b - suspected minor injury
14184,19001554.0,30,no charges,a - asian,2022-06-21,tuesday,1 - male,"2 - worn, damaged",a - class a,0,tx - texas,1 - driver license,b - suspected minor injury
14185,19004246.0,66,no charges,w - white,2022-06-22,wednesday,1 - male,"3 - worn, not damaged",98 - other/out of state,0,la - louisiana,1 - driver license,a - suspected serious injury
14186,19004256.0,58,no charges,w - white,2022-06-22,wednesday,1 - male,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
14187,18995930.0,24,no charges,h - hispanic,2022-06-23,thursday,1 - male,99 - unknown if worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
14188,18997284.0,24,no charges,w - white,2022-06-23,thursday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
14189,19000426.0,46,no charges,w - white,2022-06-23,thursday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
14190,18991878.0,26,no charges,w - white,2022-06-25,saturday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
14192,18993021.0,27,incident report,w - white,2022-06-25,saturday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,k - fatal injury
14193,19003298.0,42,no charges,b - black,2022-06-25,saturday,1 - male,99 - unknown if worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
14194,18992242.0,80,no charges,w - white,2022-06-26,sunday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
14195,18997091.0,23,no charges,h - hispanic,2022-06-26,sunday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
14196,18998295.0,70,no charges,w - white,2022-06-26,sunday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,k - fatal injury
14197,18997540.0,49,no charges,w - white,2022-06-27,monday,1 - male,1 - not worn,5 - unlicensed,0,tx - texas,4 - id card,n - not injured
14198,19003245.0,56,"fail to control speed, operate motor vehicle w/o financial responsibility",h - hispanic,2022-06-27,monday,1 - male,"2 - worn, damaged",5 - unlicensed,0,tx - texas,4 - id card,a - suspected serious injury
14199,18992275.0,33,no charges,h - hispanic,2022-06-28,tuesday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
14200,18995160.0,54,no charges,h - hispanic,2022-06-28,tuesday,1 - male,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
14201,19000832.0,26,ft control speed - causing accident,w - white,2022-06-28,tuesday,1 - male,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,n - not injured
14202,19005018.0,52,no charges,h - hispanic,2022-06-28,tuesday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,n - not injured
14203,18995778.0,47,no charges,h - hispanic,2022-06-29,wednesday,1 - male,1 - not worn,99 - unknown,0,un - unknown,99 - unknown,a - suspected serious injury
14204,18992060.0,38,no charges,h - hispanic,2022-06-30,thursday,1 - male,"2 - worn, damaged",a - class a,0,tx - texas,1 - driver license,b - suspected minor injury
14205,18992140.0,38,no charges,w - white,2022-06-30,thursday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
14206,18992785.0,22,no charges,h - hispanic,2022-06-30,thursday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
14207,18993001.0,51,no charges,w - white,2022-06-30,thursday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,k - fatal injury
14209,18996717.0,23,no charges,w - white,2022-06-30,thursday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
14210,18997088.0,23,no charges,a - asian,2022-06-30,thursday,2 - female,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
14211,18999020.0,19,no charges,b - black,2022-06-30,thursday,1 - male,"2 - worn, damaged",5 - unlicensed,0,tx - texas,4 - id card,b - suspected minor injury
14212,18993390.0,31,no charges,h - hispanic,2022-07-01,friday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
14213,18995750.0,29,no charges,h - hispanic,2022-07-01,friday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
14214,19002412.0,42,no charges,w - white,2022-07-01,friday,1 - male,"4 - worn, unk damage",98 - other/out of state,0,la - louisiana,2 - commercial driver lic.,a - suspected serious injury
14215,18991731.0,41,fail to drive in single lane,w - white,2022-07-02,saturday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
14216,18992130.0,15,no charges,w - white,2022-07-02,saturday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
14217,18993831.0,35,no charges,w - white,2022-07-02,saturday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
14218,18994925.0,36,dwi,h - hispanic,2022-07-02,saturday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
14219,18994977.0,18,no charges,w - white,2022-07-02,saturday,1 - male,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
14220,18995602.0,18,no motorcycle license,w - white,2022-07-02,saturday,1 - male,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
14221,18996263.0,52,no charges,h - hispanic,2022-07-02,saturday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
14222,18996474.0,52,unsafe speed,w - white,2022-07-02,saturday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,n - not injured
14223,19003684.0,42,no charges,b - black,2022-07-02,saturday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
14224,19005049.0,20,no charges,h - hispanic,2022-07-02,saturday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
14225,19005129.0,63,evasding arrest det w/veh w/prev convic or sbi,w - white,2022-07-02,saturday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
14226,18993567.0,43,no charges,b - black,2022-07-03,sunday,1 - male,"2 - worn, damaged",am - class a and m,1,tx - texas,1 - driver license,b - suspected minor injury
14227,18995077.0,44,no charges,b - black,2022-07-03,sunday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
14228,18997705.0,42,no charges,h - hispanic,2022-07-03,sunday,1 - male,"2 - worn, damaged",98 - other/out of state,0,ok - oklahoma,1 - driver license,a - suspected serious injury
14229,19004083.0,47,no charges,w - white,2022-07-03,sunday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,k - fatal injury
14230,19004900.0,54,no charges,w - white,2022-07-03,sunday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
14231,18992894.0,63,no charges,w - white,2022-07-04,monday,1 - male,1 - not worn,am - class a and m,1,tx - texas,1 - driver license,k - fatal injury
14232,18993545.0,38,driving while intoxicated,w - white,2022-07-04,monday,1 - male,1 - not worn,98 - other/out of state,0,ar - arkansas,1 - driver license,b - suspected minor injury
14233,18994516.0,31,no charges,w - white,2022-07-04,monday,1 - male,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
14234,18994642.0,23,no charges,w - white,2022-07-04,monday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
14235,18994690.0,18,no charges,w - white,2022-07-04,monday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,n - not injured
14236,18995199.0,30,no charges,b - black,2022-07-04,monday,1 - male,"2 - worn, damaged",5 - unlicensed,0,tx - texas,4 - id card,b - suspected minor injury
14237,18998176.0,29,"fail to drive in single lane, fail to maintain financial responsibility",w - white,2022-07-04,monday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
14238,19002055.0,30,no charges,b - black,2022-07-04,monday,1 - male,"2 - worn, damaged",am - class a and m,1,tx - texas,2 - commercial driver lic.,b - suspected minor injury
14239,19002869.0,28,no charges,h - hispanic,2022-07-04,monday,1 - male,"2 - worn, damaged",5 - unlicensed,0,tx - texas,4 - id card,k - fatal injury
14240,18992953.0,53,no charges,w - white,2022-07-05,tuesday,1 - male,1 - not worn,5 - unlicensed,0,tx - texas,4 - id card,a - suspected serious injury
14241,18995619.0,47,no charges,w - white,2022-07-05,tuesday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
14242,18995756.0,34,no charges,w - white,2022-07-05,tuesday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,n - not injured
14243,18995874.0,73,no charges,w - white,2022-07-05,tuesday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
14244,18996846.0,60,no charges,w - white,2022-07-05,tuesday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
14245,18998174.0,38,no charges,w - white,2022-07-05,tuesday,2 - female,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
14246,18998178.0,59,no charges,w - white,2022-07-05,tuesday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,k - fatal injury
14247,18999084.0,37,"failed to control speed, no valid class m driver's license",w - white,2022-07-05,tuesday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
14248,19002987.0,64,no charges,w - white,2022-07-05,tuesday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
14249,18996330.0,30,"no motorcycle endorsement, no motor vehicle liability insurance",w - white,2022-07-06,wednesday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,n - not injured
14250,18996727.0,33,no charges,w - white,2022-07-06,wednesday,1 - male,"2 - worn, damaged",98 - other/out of state,0,nc - north carolina,1 - driver license,b - suspected minor injury
14251,18998160.0,46,,w - white,2022-07-06,wednesday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
14252,18998929.0,27,no charges,h - hispanic,2022-07-06,wednesday,2 - female,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
14253,19001870.0,42,no charges,b - black,2022-07-06,wednesday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
14254,19001933.0,22,no charges,w - white,2022-07-06,wednesday,2 - female,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,k - fatal injury
14255,18998095.0,34,no charges,b - black,2022-07-07,thursday,1 - male,1 - not worn,5 - unlicensed,0,tx - texas,4 - id card,b - suspected minor injury
14257,18999536.0,61,no charges,w - white,2022-07-07,thursday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
14258,19000806.0,39,no charges,w - white,2022-07-07,thursday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
14259,19000849.0,30,no charges,w - white,2022-07-07,thursday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
14260,18999363.0,26,driving while intoxicated,h - hispanic,2022-07-08,friday,1 - male,99 - unknown if worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
14261,19002191.0,35,no charges,h - hispanic,2022-07-08,friday,1 - male,1 - not worn,5 - unlicensed,0,,5 - unlicensed,b - suspected minor injury
14262,19003606.0,18,improper driver license for type of vehicle,w - white,2022-07-08,friday,2 - female,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
14263,19003962.0,43,unsafe speed,w - white,2022-07-08,friday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
14264,19001956.0,26,no charges,w - white,2022-07-09,saturday,2 - female,"4 - worn, unk damage",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
14265,19002586.0,59,no charges,w - white,2022-07-09,saturday,1 - male,"2 - worn, damaged",am - class a and m,1,tx - texas,1 - driver license,b - suspected minor injury
14266,19002891.0,33,no charges,h - hispanic,2022-07-09,saturday,2 - female,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
14267,19003331.0,25,no charges,w - white,2022-07-09,saturday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
14268,19001958.0,26,"resisting arrest, public intoxication",w - white,2022-07-10,sunday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,n - not injured
14269,19001985.0,22,no charges,w - white,2022-07-10,sunday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
14270,19002628.0,45,no charges,h - hispanic,2022-07-10,sunday,1 - male,"2 - worn, damaged",5 - unlicensed,0,,5 - unlicensed,a - suspected serious injury
14271,19003203.0,48,no charges,w - white,2022-07-10,sunday,2 - female,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
14272,19003988.0,38,no charges,w - white,2022-07-11,monday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
14273,19067304.0,59,no charges,w - white,2022-07-12,tuesday,1 - male,1 - not worn,5 - unlicensed,0,tx - texas,4 - id card,b - suspected minor injury
14274,19066275.0,21,no charges,h - hispanic,2022-07-27,wednesday,2 - female,"3 - worn, not damaged",,0,,,n - not injured
14275,19194693.0,32,"evading arrest or detention-felony, operation of vehicle with expired license plate, operate motor vehicle w/o financial responsibility, possession of drug paraphernalia",w - white,2022-07-28,thursday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
14276,19070341.0,23,"failure to control speed, no valid drivers license, fail to maint. financial resp",b - black,2022-07-29,friday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
14277,19060605.0,70,fail to drive single lane,w - white,2022-07-30,saturday,1 - male,"2 - worn, damaged",98 - other/out of state,0,ar - arkansas,2 - commercial driver lic.,b - suspected minor injury
14278,19057705.0,27,"dwi, ucw",w - white,2022-07-31,sunday,1 - male,"2 - worn, damaged",98 - other/out of state,0,ms - mississippi,1 - driver license,n - not injured
14279,19066725.0,11,"operate all-terrain vehicle on public street, ftc with reqmts on striking unattended vehicle",w - white,2022-07-31,sunday,1 - male,1 - not worn,5 - unlicensed,0,,5 - unlicensed,n - not injured
14280,19060454.0,21,no charges,h - hispanic,2022-08-02,tuesday,1 - male,"2 - worn, damaged",5 - unlicensed,0,tx - texas,4 - id card,k - fatal injury
14281,19060946.0,43,no charges,h - hispanic,2022-08-04,thursday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
14282,19058261.0,30,"disregard no passing zone, fail to maintain financial responsibility, operate m/v w/wrong type of license (no class m)",w - white,2022-08-05,friday,2 - female,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
14283,19060297.0,23,no charges,w - white,2022-08-05,friday,1 - male,99 - unknown if worn,cm - class c and m,1,tx - texas,1 - driver license,n - not injured
14284,19063040.0,57,"fail to maintain financial responsibility, driving while license invalid, improper driver license for type (motorcycle)",h - hispanic,2022-08-05,friday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
14285,19064637.0,70,no charges,w - white,2022-08-05,friday,1 - male,99 - unknown if worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
14286,19066525.0,56,no charges,w - white,2022-08-05,friday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
14287,19062796.0,34,unsafe speed,w - white,2022-08-06,saturday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
14288,19058095.0,19,"no motorcycle license, wrong, fictitious, altered, or obscured license plate, fail to maintain financial responsibility",w - white,2022-08-07,sunday,1 - male,99 - unknown if worn,5 - unlicensed,0,tx - texas,4 - id card,b - suspected minor injury
14289,19059033.0,34,driving while intoxicated,w - white,2022-08-07,sunday,2 - female,1 - not worn,a - class a,0,tx - texas,2 - commercial driver lic.,b - suspected minor injury
14290,19059039.0,21,no charges,a - asian,2022-08-07,sunday,1 - male,1 - not worn,5 - unlicensed,0,,5 - unlicensed,a - suspected serious injury
14291,19062060.0,24,no charges,w - white,2022-08-07,sunday,1 - male,1 - not worn,98 - other/out of state,0,ok - oklahoma,1 - driver license,k - fatal injury
14292,19066046.0,25,unsafe speed,w - white,2022-08-07,sunday,1 - male,1 - not worn,a - class a,0,tx - texas,2 - commercial driver lic.,b - suspected minor injury
14293,19068535.0,38,"unsafe speed, improper driver license for type of vehicle (class m needed)",h - hispanic,2022-08-07,sunday,1 - male,99 - unknown if worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
14294,19069717.0,19,no charges,w - white,2022-08-07,sunday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
14296,19062707.0,23,no charges,w - white,2022-08-08,monday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,k - fatal injury
14297,19058070.0,38,"driving while license invalid, fail to maintain financial responsibility, operate unregistered / improperly registered motor veh",w - white,2022-08-09,tuesday,1 - male,"3 - worn, not damaged",a - class a,0,tx - texas,1 - driver license,b - suspected minor injury
14298,19059455.0,58,no charges,w - white,2022-08-09,tuesday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
14299,19059595.0,38,no charges,w - white,2022-08-09,tuesday,2 - female,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
14300,19063278.0,56,violation of d.l. endorsement (tc 521.221(c)),b - black,2022-08-10,wednesday,1 - male,1 - not worn,a - class a,0,tx - texas,2 - commercial driver lic.,b - suspected minor injury
14301,19063283.0,67,no charges,w - white,2022-08-10,wednesday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,k - fatal injury
14302,19070050.0,31,"unsafe speed, no driver license",b - black,2022-08-10,wednesday,1 - male,1 - not worn,5 - unlicensed,0,tx - texas,4 - id card,b - suspected minor injury
14303,19059416.0,40,no charges,h - hispanic,2022-08-11,thursday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
14304,19062409.0,37,"operation of vehicle with expired license plate, fail to maintain financial responsibility, improper driver license for type vehicle",w - white,2022-08-11,thursday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
14305,19066542.0,62,no charges,w - white,2022-08-11,thursday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
14306,19058627.0,22,fail to drive in a single lane,w - white,2022-08-12,friday,1 - male,1 - not worn,5 - unlicensed,0,,5 - unlicensed,b - suspected minor injury
14307,19059078.0,53,no charges,h - hispanic,2022-08-12,friday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
14308,19059436.0,62,no charges,w - white,2022-08-12,friday,1 - male,1 - not worn,am - class a and m,1,tx - texas,2 - commercial driver lic.,a - suspected serious injury
14309,19059599.0,33,no charges,h - hispanic,2022-08-12,friday,1 - male,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
14310,19060376.0,32,no charges,w - white,2022-08-12,friday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
14311,19061757.0,28,no charges,w - white,2022-08-12,friday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
14312,19063103.0,26,no charges,h - hispanic,2022-08-12,friday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
14313,19063516.0,21,unsafe speed,h - hispanic,2022-08-12,friday,1 - male,"4 - worn, unk damage",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
14314,19063598.0,45,improper driver license for veh type - no class m,w - white,2022-08-12,friday,1 - male,99 - unknown if worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
14315,19063948.0,37,no charges,w - white,2022-08-12,friday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
14316,19066921.0,37,no charges,h - hispanic,2022-08-12,friday,2 - female,"2 - worn, damaged",5 - unlicensed,0,,5 - unlicensed,k - fatal injury
14317,19057453.0,47,no charges,h - hispanic,2022-08-13,saturday,2 - female,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
14318,19058409.0,41,no charges,w - white,2022-08-13,saturday,2 - female,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,n - not injured
14319,19058889.0,24,no charges,w - white,2022-08-13,saturday,1 - male,"2 - worn, damaged",98 - other/out of state,0,la - louisiana,1 - driver license,a - suspected serious injury
14320,19060438.0,31,no charges,h - hispanic,2022-08-13,saturday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
14321,19060501.0,24,fail to maintain financial responsibility,b - black,2022-08-13,saturday,1 - male,"3 - worn, not damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
14322,19062648.0,63,no motorcycle endorcement,h - hispanic,2022-08-13,saturday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
14323,19064388.0,29,"fail to drive in single lane, no drivers license",w - white,2022-08-13,saturday,1 - male,"2 - worn, damaged",5 - unlicensed,0,ok - oklahoma,4 - id card,a - suspected serious injury
14324,19067000.0,35,no charges,h - hispanic,2022-08-13,saturday,1 - male,"3 - worn, not damaged",5 - unlicensed,0,,5 - unlicensed,b - suspected minor injury
14325,19068803.0,47,unsafe speed,w - white,2022-08-13,saturday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
14326,19058309.0,53,no charges,w - white,2022-08-14,sunday,2 - female,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
14327,19058893.0,29,no charges,w - white,2022-08-14,sunday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
14328,19059482.0,48,no charges,w - white,2022-08-14,sunday,1 - male,"4 - worn, unk damage",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
14329,19059967.0,24,no charges,w - white,2022-08-14,sunday,1 - male,"4 - worn, unk damage",98 - other/out of state,0,tn - tennessee,1 - driver license,b - suspected minor injury
14330,19060165.0,19,no charges,w - white,2022-08-14,sunday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
14331,19060789.0,42,no charges,b - black,2022-08-14,sunday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
14332,19062330.0,46,no charges,w - white,2022-08-14,sunday,2 - female,1 - not worn,c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
14333,19063140.0,18,no charges,w - white,2022-08-14,sunday,1 - male,99 - unknown if worn,98 - other/out of state,0,vt - vermont,1 - driver license,b - suspected minor injury
14334,19063968.0,40,improper driver license for type vehicle,w - white,2022-08-14,sunday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
14335,19069007.0,42,no charges,a - asian,2022-08-14,sunday,1 - male,"2 - worn, damaged",bm - class b and m,1,tx - texas,1 - driver license,b - suspected minor injury
14336,19062125.0,20,evading arrest or detention while using vehicle,w - white,2022-08-15,monday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
14337,19065673.0,30,"driving while intoxicated > 0.15 bac, unlawful carrying of a weapon",b - black,2022-08-15,monday,1 - male,1 - not worn,98 - other/out of state,0,fl - florida,1 - driver license,b - suspected minor injury
14338,19067991.0,42,no charges,w - white,2022-08-15,monday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
14339,19068752.0,32,no charges,w - white,2022-08-15,monday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
14340,19069105.0,31,"fail to maintain financial responsibility, improper driver license for type of vehicle - motorcycle",w - white,2022-08-15,monday,1 - male,1 - not worn,98 - other/out of state,0,la - louisiana,2 - commercial driver lic.,b - suspected minor injury
14341,19063064.0,23,no charges,w - white,2022-08-16,tuesday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
14342,19063823.0,51,"fail to alter course with safety, fail to maintain financial responsibility, display expired license plate",w - white,2022-08-16,tuesday,2 - female,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
14343,19065662.0,31,reckless driving,w - white,2022-08-16,tuesday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
14344,19064490.0,66,no charges,w - white,2022-08-17,wednesday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
14345,19065405.0,20,no charges,a - asian,2022-08-17,wednesday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,a - suspected serious injury
14346,19069682.0,52,no charges,w - white,2022-08-17,wednesday,2 - female,"4 - worn, unk damage",cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
14347,19066821.0,37,no charges,w - white,2022-08-18,thursday,1 - male,"2 - worn, damaged",cm - class c and m,1,tx - texas,1 - driver license,a - suspected serious injury
14348,19067414.0,24,"no dl, failure to maintain financial responsibility (no insurance)",b - black,2022-08-18,thursday,1 - male,1 - not worn,5 - unlicensed,0,,5 - unlicensed,a - suspected serious injury
14349,19068782.0,69,no charges,w - white,2022-08-19,friday,1 - male,1 - not worn,c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
14350,19068799.0,53,no charges,w - white,2022-08-19,friday,1 - male,"3 - worn, not damaged",cm - class c and m,1,tx - texas,1 - driver license,n - not injured
14351,19070110.0,43,no charges,w - white,2022-08-19,friday,1 - male,1 - not worn,b - class b,0,tx - texas,2 - commercial driver lic.,b - suspected minor injury
14352,19070747.0,41,no charges,w - white,2022-08-19,friday,1 - male,1 - not worn,cm - class c and m,1,tx - texas,1 - driver license,b - suspected minor injury
14353,19069406.0,26,no charges,h - hispanic,2022-08-20,saturday,1 - male,"2 - worn, damaged",c - class c,0,tx - texas,1 - driver license,b - suspected minor injury
14354,19070859.0,20,no charges,w - white,2022-08-20,saturday,1 - male,1 - not worn,5 - unlicensed,0,,5 - unlicensed,a - suspected serious injury
14355,19070448.0,40,no charges,w - white,2022-08-21,sunday,1 - male,99 - unknown if worn,m - class m,1,tx - texas,1 - driver license,b - suspected minor injury
