crash_id,license_plate_state,vehicle_body_style,vehicle_color,vehicle_defect_1,vehicle_make,vehicle_model_name,vehicle_model_year,person_injury_severity
18515402,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,SUZUKI,GSX-R750 (SUZUKI),2015,B - SUSPECTED MINOR INJURY
18515918,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,UNKNOWN (HONDA),2019,B - SUSPECTED MINOR INJURY
18516460,FL - FLORIDA,MC - MOTORCYCLE,GRY - GRAY,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2021,A - SUSPECTED SERIOUS INJURY
18517309,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,CB1000 (HONDA),2019,B - SUSPECTED MINOR INJURY
18517394,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,CBR1000 (HONDA),2006,K - FATAL INJURY
18517848,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,OTHER (EXPLAIN IN NARRATIVE),OTHER (EXPLAIN IN NARRATIVE) (OTHER (EXPLAIN IN NARRATIVE)),2015,K - FATAL INJURY
18517932,TX - TEXAS,MC - MOTORCYCLE,GRN - GREEN,no data,KAWASAKI,ZX1000 (KAWASAKI),2021,A - SUSPECTED SERIOUS INJURY
18518307,TX - TEXAS,MC - MOTORCYCLE,SIL - SILVER,no data,HARLEY-DAVIDSON,FLSTC (HARLEY-DAVIDSON),2011,K - FATAL INJURY
18526815,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HONDA,UNKNOWN (HONDA),2014,B - SUSPECTED MINOR INJURY
18530370,no data,MC - MOTORCYCLE,RED - RED,no data,YAMAHA,YZFR6 (YAMAHA),2001,A - SUSPECTED SERIOUS INJURY
18517146,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLSS (HARLEY-DAVIDSON),2004,B - SUSPECTED MINOR INJURY
18517359,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,HARLEY-DAVIDSON,XL883 (HARLEY-DAVIDSON),2004,N - NOT INJURED
18518590,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,KAWASAKI,ZX1400 (KAWASAKI),2011,B - SUSPECTED MINOR INJURY
18522927,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,12 - DEFECTIVE OR SLICK TIRES,KAWASAKI,NINJA ZX (KAWASAKI),2020,A - SUSPECTED SERIOUS INJURY
18523173,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,YAMAHA,UNKNOWN (YAMAHA),2007,B - SUSPECTED MINOR INJURY
18525019,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,CBR1000 (HONDA),2007,B - SUSPECTED MINOR INJURY
18525516,TX - TEXAS,MC - MOTORCYCLE,SIL - SILVER,no data,SUZUKI,GSX1300 (SUZUKI),2006,K - FATAL INJURY
18526242,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,UNKNOWN,UNKNOWN (UNKNOWN),2020,B - SUSPECTED MINOR INJURY
18518726,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2014,B - SUSPECTED MINOR INJURY
18519006,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,HARLEY-DAVIDSON,XR100 (HARLEY-DAVIDSON),2021,B - SUSPECTED MINOR INJURY
18519347,no data,MC - MOTORCYCLE,MAR - MAROON,no data,HONDA,UNKNOWN (HONDA),2007,B - SUSPECTED MINOR INJURY
18521244,IL - ILLINOIS,MC - MOTORCYCLE,BLU - BLUE,no data,YAMAHA,FZ07 (YAMAHA),2017,B - SUSPECTED MINOR INJURY
18526128,TX - TEXAS,MC - MOTORCYCLE,GRY - GRAY,no data,KAWASAKI,EN650 (KAWASAKI),2021,A - SUSPECTED SERIOUS INJURY
18528576,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,HARLEY-DAVIDSON,ELW (HARLEY-DAVIDSON),2007,B - SUSPECTED MINOR INJURY
18586395,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,SUZUKI,UNKNOWN (SUZUKI),1998,B - SUSPECTED MINOR INJURY
18519466,TX - TEXAS,MC - MOTORCYCLE,SIL - SILVER,no data,HONDA,VT1100 (HONDA),2014,B - SUSPECTED MINOR INJURY
18521987,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2005,B - SUSPECTED MINOR INJURY
18522546,TX - TEXAS,MC - MOTORCYCLE,SIL - SILVER,no data,KAWASAKI,UNKNOWN (KAWASAKI),2011,B - SUSPECTED MINOR INJURY
18526042,TX - TEXAS,MC - MOTORCYCLE,GRY - GRAY,no data,YAMAHA,YZFR6 (YAMAHA),2013,B - SUSPECTED MINOR INJURY
18526263,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,TRIUMPH MOTORCYCLE,SPEED TRIPLE (TRIUMPH MOTORCYCLE),2011,B - SUSPECTED MINOR INJURY
18528907,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,HONDA,UNKNOWN (HONDA),2022,B - SUSPECTED MINOR INJURY
18529588,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLHRI (HARLEY-DAVIDSON),2005,B - SUSPECTED MINOR INJURY
18531534,TX - TEXAS,MC - MOTORCYCLE,SIL - SILVER,no data,KAWASAKI,VN900 (KAWASAKI),2016,B - SUSPECTED MINOR INJURY
18520763,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,CBR300 (HONDA),2015,A - SUSPECTED SERIOUS INJURY
18524795,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLHTK (HARLEY-DAVIDSON),2017,A - SUSPECTED SERIOUS INJURY
18526899,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,INDIAN MOTORCYCLE CO.,UNKNOWN (INDIAN MOTORCYCLE CO.),2021,A - SUSPECTED SERIOUS INJURY
18528343,MS - MISSISSIPPI,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLFBS (HARLEY-DAVIDSON),2021,K - FATAL INJURY
18530156,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,SUZUKI,C50 (SUZUKI),2007,B - SUSPECTED MINOR INJURY
18530325,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,ALL OTHER MAKES,UNKNOWN (ALL OTHER MAKES),2021,A - SUSPECTED SERIOUS INJURY
18530956,TX - TEXAS,MC - MOTORCYCLE,GRN - GREEN,no data,KAWASAKI,NINJA ZX (KAWASAKI),2013,B - SUSPECTED MINOR INJURY
18581158,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,INDIAN MOTORCYCLE CO.,CHIEFTAIN (INDIAN MOTORCYCLE CO.),2020,A - SUSPECTED SERIOUS INJURY
18524597,TX - TEXAS,PM - POLICE MOTORCYCLE,BLK - BLACK,no data,KAWASAKI,ZG1400 (KAWASAKI),2009,B - SUSPECTED MINOR INJURY
18526610,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HONDA,UNKNOWN (HONDA),1984,A - SUSPECTED SERIOUS INJURY
18526942,TX - TEXAS,MC - MOTORCYCLE,GRN - GREEN,no data,KAWASAKI,KLX300 (KAWASAKI),2021,K - FATAL INJURY
18573537,UN - UNKNOWN,MC - MOTORCYCLE,BLK - BLACK,no data,SUZUKI,UNKNOWN (SUZUKI),2006,B - SUSPECTED MINOR INJURY
18525938,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,KAWASAKI,UNKNOWN (KAWASAKI),1996,B - SUSPECTED MINOR INJURY
18526340,TX - TEXAS,MC - MOTORCYCLE,PNK - PINK,no data,VESPA,UNKNOWN (VESPA),2021,B - SUSPECTED MINOR INJURY
18526969,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,UNKNOWN (HONDA),2003,A - SUSPECTED SERIOUS INJURY
18532174,CA - CALIFORNIA,MC - MOTORCYCLE,BLK - BLACK,no data,KAWASAKI,NINJA ZX (KAWASAKI),2015,B - SUSPECTED MINOR INJURY
18587210,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,YAMAHA,YFM700 (YAMAHA),2014,N - NOT INJURED
18526375,no data,MC - MOTORCYCLE,BLK - BLACK,no data,SUZUKI,GW250 (SUZUKI),2013,B - SUSPECTED MINOR INJURY
18528553,MO - MISSOURI,MC - MOTORCYCLE,BLK - BLACK,no data,YAMAHA,XVS1100 (YAMAHA),1999,B - SUSPECTED MINOR INJURY
18532173,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,HONDA,UNKNOWN (HONDA),1994,B - SUSPECTED MINOR INJURY
18530481,TX - TEXAS,MC - MOTORCYCLE,ONG - ORANGE,no data,VICTORY MOTORCYCLES,CROSS COUNTRY (VICTORY MOTORCYCLES),2013,N - NOT INJURED
18573084,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2006,B - SUSPECTED MINOR INJURY
18578874,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,HARLEY-DAVIDSON,FLSTCI (HARLEY-DAVIDSON),2003,A - SUSPECTED SERIOUS INJURY
18577127,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,XLH1200 (HARLEY-DAVIDSON),2015,B - SUSPECTED MINOR INJURY
18577537,TX - TEXAS,MC - MOTORCYCLE,ONG - ORANGE,no data,HARLEY-DAVIDSON,FLHC (HARLEY-DAVIDSON),2014,A - SUSPECTED SERIOUS INJURY
18582643,UN - UNKNOWN,MC - MOTORCYCLE,RED - RED,no data,SUZUKI,VS800 (SUZUKI),2001,A - SUSPECTED SERIOUS INJURY
18573094,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,YAMAHA,XVS1100 (YAMAHA),2002,A - SUSPECTED SERIOUS INJURY
18596823,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLHPEI (HARLEY-DAVIDSON),2003,B - SUSPECTED MINOR INJURY
18583122,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,YAMAHA,FZ6 (YAMAHA),2012,A - SUSPECTED SERIOUS INJURY
18573547,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,YAMAHA,FJR1300 (YAMAHA),2006,A - SUSPECTED SERIOUS INJURY
18576126,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,SUZUKI,DR650 (SUZUKI),2019,A - SUSPECTED SERIOUS INJURY
18578135,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2014,K - FATAL INJURY
18587263,TX - TEXAS,MC - MOTORCYCLE,MAR - MAROON,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2000,B - SUSPECTED MINOR INJURY
18575073,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,SUZUKI,C90 (SUZUKI),2009,B - SUSPECTED MINOR INJURY
18580352,TX - TEXAS,MC - MOTORCYCLE,no data,no data,KAWASAKI,UNKNOWN (KAWASAKI),no data,N - NOT INJURED
18597050,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLT (HARLEY-DAVIDSON),2007,B - SUSPECTED MINOR INJURY
18573107,TX - TEXAS,MC - MOTORCYCLE,WHI - WHITE,no data,HONDA,CT1100 (HONDA),2007,A - SUSPECTED SERIOUS INJURY
18576878,LA - LOUISIANA,MC - MOTORCYCLE,BLK - BLACK,no data,VICTORY MOTORCYCLES,GUNNER (VICTORY MOTORCYCLES),2015,A - SUSPECTED SERIOUS INJURY
18580236,TX - TEXAS,MC - MOTORCYCLE,GRN - GREEN,no data,KAWASAKI,EX400 (KAWASAKI),2018,B - SUSPECTED MINOR INJURY
18580245,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,HARLEY-DAVIDSON,FLHS (HARLEY-DAVIDSON),2014,A - SUSPECTED SERIOUS INJURY
18576452,TX - TEXAS,MC - MOTORCYCLE,ONG - ORANGE,no data,HARLEY-DAVIDSON,FXWG (HARLEY-DAVIDSON),1986,B - SUSPECTED MINOR INJURY
18582585,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2002,A - SUSPECTED SERIOUS INJURY
18592288,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,YAMAHA,XV500 (YAMAHA),2015,B - SUSPECTED MINOR INJURY
18594947,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,YAMAHA,XVS1100 (YAMAHA),2002,A - SUSPECTED SERIOUS INJURY
18593584,TX - TEXAS,MC - MOTORCYCLE,no data,no data,YAMAHA,XVS950 (YAMAHA),2021,B - SUSPECTED MINOR INJURY
18572310,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,YAMAHA,XVS950 (YAMAHA),2016,K - FATAL INJURY
18574632,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLHT (HARLEY-DAVIDSON),2013,B - SUSPECTED MINOR INJURY
18592091,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FXDB (HARLEY-DAVIDSON),2014,B - SUSPECTED MINOR INJURY
18574669,TX - TEXAS,MC - MOTORCYCLE,GRY - GRAY,no data,YAMAHA,UNKNOWN (YAMAHA),2004,B - SUSPECTED MINOR INJURY
18576543,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,HARLEY-DAVIDSON,FLHC (HARLEY-DAVIDSON),2012,B - SUSPECTED MINOR INJURY
18576177,TX - TEXAS,MC - MOTORCYCLE,GRN - GREEN,no data,KAWASAKI,NINJA ZX (KAWASAKI),2010,A - SUSPECTED SERIOUS INJURY
18577571,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2011,A - SUSPECTED SERIOUS INJURY
18579247,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,HARLEY-DAVIDSON,XL883 (HARLEY-DAVIDSON),2017,B - SUSPECTED MINOR INJURY
18579261,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,KAWASAKI,KSF250 (KAWASAKI),2007,B - SUSPECTED MINOR INJURY
18582801,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2016,A - SUSPECTED SERIOUS INJURY
18586263,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FXD (HARLEY-DAVIDSON),2014,B - SUSPECTED MINOR INJURY
18594035,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,TRIUMPH MOTORCYCLE,TIGER (TRIUMPH MOTORCYCLE),2013,B - SUSPECTED MINOR INJURY
18660305,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,SYM,CITYCOM (SYM),2012,N - NOT INJURED
18573525,AR - ARKANSAS,MC - MOTORCYCLE,GRN - GREEN,no data,HARLEY-DAVIDSON,FLHPE (HARLEY-DAVIDSON),2020,B - SUSPECTED MINOR INJURY
18574300,TX - TEXAS,MC - MOTORCYCLE,SIL - SILVER,no data,HARLEY-DAVIDSON,FXSTDI (HARLEY-DAVIDSON),2003,B - SUSPECTED MINOR INJURY
18574322,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2001,B - SUSPECTED MINOR INJURY
18574339,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLHX (HARLEY-DAVIDSON),2006,B - SUSPECTED MINOR INJURY
18574973,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,XLS (HARLEY-DAVIDSON),2020,A - SUSPECTED SERIOUS INJURY
18575183,TX - TEXAS,MC - MOTORCYCLE,GRY - GRAY,no data,HONDA,UNKNOWN (HONDA),2005,N - NOT INJURED
18575877,TX - TEXAS,MC - MOTORCYCLE,SIL - SILVER,98 - OTHER  (EXPLAIN IN NARRATIVE),KAWASAKI,ZX1400 (KAWASAKI),2008,B - SUSPECTED MINOR INJURY
18576374,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,HARLEY-DAVIDSON,FXS (HARLEY-DAVIDSON),2006,A - SUSPECTED SERIOUS INJURY
18577211,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,KAWASAKI,VULCAN 2000 (KAWASAKI),2002,N - NOT INJURED
18577621,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FXDL (HARLEY-DAVIDSON),2001,B - SUSPECTED MINOR INJURY
18579319,TX - TEXAS,MC - MOTORCYCLE,SIL - SILVER,no data,HONDA,UNKNOWN (HONDA),2003,A - SUSPECTED SERIOUS INJURY
18579838,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,KAWASAKI,NINJA ZX (KAWASAKI),2021,B - SUSPECTED MINOR INJURY
18580572,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FXD (HARLEY-DAVIDSON),2009,A - SUSPECTED SERIOUS INJURY
18580984,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,APRILIA,RSV4 (APRILIA),2018,A - SUSPECTED SERIOUS INJURY
18581656,TX - TEXAS,MC - MOTORCYCLE,GRN - GREEN,no data,INDIAN MOTORCYCLE CO.,SCOUT (INDIAN MOTORCYCLE CO.),2018,A - SUSPECTED SERIOUS INJURY
18582858,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FXD (HARLEY-DAVIDSON),2016,A - SUSPECTED SERIOUS INJURY
18583556,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,NT700 (HONDA),2011,K - FATAL INJURY
18585825,TX - TEXAS,MC - MOTORCYCLE,YEL - YELLOW,no data,YAMAHA,YZFR1 (YAMAHA),2006,N - NOT INJURED
18585951,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,VRSCDX (HARLEY-DAVIDSON),2008,K - FATAL INJURY
18589107,no data,MC - MOTORCYCLE,BLK - BLACK,no data,KAWASAKI,NINJA ZX (KAWASAKI),2019,K - FATAL INJURY
18589833,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,SUZUKI,GSX-R750 (SUZUKI),2013,N - NOT INJURED
18589991,TX - TEXAS,MC - MOTORCYCLE,SIL - SILVER,no data,HARLEY-DAVIDSON,FLSTN (HARLEY-DAVIDSON),2005,B - SUSPECTED MINOR INJURY
18592068,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,HARLEY-DAVIDSON,FLHX (HARLEY-DAVIDSON),2013,B - SUSPECTED MINOR INJURY
18595248,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,YAMAHA,XVS1300 (YAMAHA),2009,B - SUSPECTED MINOR INJURY
18578605,MO - MISSOURI,MC - MOTORCYCLE,BLK - BLACK,no data,KAWASAKI,NINJA ZX (KAWASAKI),2013,B - SUSPECTED MINOR INJURY
18578610,MX - MEXICO,MC - MOTORCYCLE,MUL - MULTICOLORED,no data,HONDA,CBR1000 (HONDA),2009,B - SUSPECTED MINOR INJURY
18579061,TX - TEXAS,PM - POLICE MOTORCYCLE,MUL - MULTICOLORED,12 - DEFECTIVE OR SLICK TIRES,HARLEY-DAVIDSON,FLHP (HARLEY-DAVIDSON),2021,B - SUSPECTED MINOR INJURY
18582015,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),1997,A - SUSPECTED SERIOUS INJURY
18595288,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2014,B - SUSPECTED MINOR INJURY
18576745,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLD (HARLEY-DAVIDSON),2008,A - SUSPECTED SERIOUS INJURY
18582366,TX - TEXAS,MC - MOTORCYCLE,SIL - SILVER,no data,HONDA,UNKNOWN (HONDA),2013,B - SUSPECTED MINOR INJURY
18581499,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,CB600 (HONDA),2020,B - SUSPECTED MINOR INJURY
18587911,TX - TEXAS,MC - MOTORCYCLE,MUL - MULTICOLORED,no data,YAMAHA,UNKNOWN (YAMAHA),no data,A - SUSPECTED SERIOUS INJURY
18595922,TX - TEXAS,MC - MOTORCYCLE,RED - RED,no data,YAMAHA,XV1000 (YAMAHA),2008,B - SUSPECTED MINOR INJURY
18598153,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,DUCATI,MULTISTRADA (DUCATI),2006,B - SUSPECTED MINOR INJURY
18581626,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,CMX250 (HONDA),2021,B - SUSPECTED MINOR INJURY
18591189,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,YAMAHA,YZFR6 (YAMAHA),2008,B - SUSPECTED MINOR INJURY
18591419,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,CBR1000 (HONDA),2008,A - SUSPECTED SERIOUS INJURY
18595400,UN - UNKNOWN,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2008,B - SUSPECTED MINOR INJURY
18596666,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,UNKNOWN,UNKNOWN (UNKNOWN),2021,N - NOT INJURED
18584210,TX - TEXAS,MC - MOTORCYCLE,PLE - PURPLE,no data,HONDA,CBR250 (HONDA),2003,B - SUSPECTED MINOR INJURY
18588894,NE - NEBRASKA,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2007,B - SUSPECTED MINOR INJURY
18586787,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLT (HARLEY-DAVIDSON),2021,B - SUSPECTED MINOR INJURY
18589869,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,FCX (HONDA),2018,B - SUSPECTED MINOR INJURY
18595191,TX - TEXAS,MC - MOTORCYCLE,GRY - GRAY,no data,KAWASAKI,EX650 (KAWASAKI),2018,A - SUSPECTED SERIOUS INJURY
18649665,no data,MC - MOTORCYCLE,BLU - BLUE,no data,HONDA,VTX1300 (HONDA),2006,A - SUSPECTED SERIOUS INJURY
18587467,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,TRIUMPH MOTORCYCLE,TRIDENT (TRIUMPH MOTORCYCLE),2022,B - SUSPECTED MINOR INJURY
18587617,ND - NORTH DAKOTA,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLHTCUI (HARLEY-DAVIDSON),2011,A - SUSPECTED SERIOUS INJURY
18588092,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2019,B - SUSPECTED MINOR INJURY
18589012,TX - TEXAS,MC - MOTORCYCLE,GRY - GRAY,no data,YAMAHA,MT-01 (YAMAHA),2020,B - SUSPECTED MINOR INJURY
18590238,TX - TEXAS,MC - MOTORCYCLE,GRN - GREEN,no data,HARLEY-DAVIDSON,FLHC (HARLEY-DAVIDSON),2013,B - SUSPECTED MINOR INJURY
18591709,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,ATC125 (HONDA),2001,B - SUSPECTED MINOR INJURY
18592872,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2002,K - FATAL INJURY
18596423,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,HARLEY-DAVIDSON,FLTC (HARLEY-DAVIDSON),2022,B - SUSPECTED MINOR INJURY
18597239,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,TRIUMPH MOTORCYCLE,UNKNOWN (TRIUMPH MOTORCYCLE),2020,A - SUSPECTED SERIOUS INJURY
18589088,no data,MC - MOTORCYCLE,MAR - MAROON,no data,SUZUKI,UNKNOWN (SUZUKI),2004,B - SUSPECTED MINOR INJURY
18591788,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,YAMAHA,UNKNOWN (YAMAHA),2020,B - SUSPECTED MINOR INJURY
18595865,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,XL883 (HARLEY-DAVIDSON),2021,A - SUSPECTED SERIOUS INJURY
18596329,TX - TEXAS,MC - MOTORCYCLE,GRY - GRAY,no data,HARLEY-DAVIDSON,FLHXS (HARLEY-DAVIDSON),2021,N - NOT INJURED
18597863,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,YAMAHA,XV1900 (YAMAHA),2009,A - SUSPECTED SERIOUS INJURY
18589938,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HONDA,UNKNOWN (HONDA),2006,A - SUSPECTED SERIOUS INJURY
18591288,MS - MISSISSIPPI,MC - MOTORCYCLE,BLK - BLACK,no data,SUZUKI,VZR1800 (SUZUKI),2014,B - SUSPECTED MINOR INJURY
18594523,no data,MC - MOTORCYCLE,TAN - TAN,no data,HARLEY-DAVIDSON,FLHR (HARLEY-DAVIDSON),2008,N - NOT INJURED
18596517,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2015,A - SUSPECTED SERIOUS INJURY
18597337,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,HARLEY-DAVIDSON,UNKNOWN (HARLEY-DAVIDSON),2017,A - SUSPECTED SERIOUS INJURY
18593248,AR - ARKANSAS,MC - MOTORCYCLE,RED - RED,no data,KAWASAKI,NINJA ZX (KAWASAKI),2007,B - SUSPECTED MINOR INJURY
18596083,no data,MC - MOTORCYCLE,RED - RED,no data,HONDA,VT750 (HONDA),2007,A - SUSPECTED SERIOUS INJURY
18597355,TX - TEXAS,MC - MOTORCYCLE,MUL - MULTICOLORED,no data,ALL OTHER MAKES,UNKNOWN (ALL OTHER MAKES),2020,B - SUSPECTED MINOR INJURY
18640315,TX - TEXAS,MC - MOTORCYCLE,BLK - BLACK,no data,HARLEY-DAVIDSON,FLHTK (HARLEY-DAVIDSON),2014,B - SUSPECTED MINOR INJURY
18596267,TX - TEXAS,MC - MOTORCYCLE,GRN - GREEN,no data,KAWASAKI,KZ1100 (KAWASAKI),2013,N - NOT INJURED
18596303,TX - TEXAS,MC - MOTORCYCLE,BLU - BLUE,no data,TRIUMPH MOTORCYCLE,SPRINT (TRIUMPH MOTORCYCLE),2002,B - SUSPECTED MINOR INJURY
